name,name_IAST
Srutitas,śrutitas
SrutiprAmARyatas,śrutiprāmāṇyatas
SreRiSas,śreṇiśas
Sreyas,śreyas
SrezWatas,śreṣṭhatas
SroRitas,śroṇitas
SroRivarjam,śroṇivarjam
Srotratas,śrotratas
SrOzaw,śrauṣaṭ
SlakzRam,ślakṣṇam
Sluvat,śluvat
SvaHpraBfti,śvaḥprabhṛti
Svavat,śvavat
Svas,śvas
SvAtram,śvātram
zaw,ṣaṭ
zawkftvas,ṣaṭkṛtvas
zawtriMSadahaSas,ṣaṭtriṃśadahaśas
zawSas,ṣaṭśas
zaqQA,ṣaḍḍhā
zaqDA,ṣaḍdhā
zaqvikAram,ṣaḍvikāram
zaRmAsAByantare,ṣaṇmāsābhyantare
zazwiDA,ṣaṣṭidhā
zazwis,ṣaṣṭis
zAw,ṣāṭ
zoqaSaDA,ṣoḍaśadhā
zoQA,ṣoḍhā
sa,sa
saMkalA,saṃkalā
saMketapUrvakam,saṃketapūrvakam
saMkzepatas,saṃkṣepatas
saMkzepam,saṃkṣepam
saMKyAtas,saṃkhyātas
saMKyAvat,saṃkhyāvat
saMKyASas,saṃkhyāśas
saMGaSas,saṃghaśas
saMGAtam,saṃghātam
saMcintya,saṃcintya
saMjvAlya,saṃjvālya
saMtAnArTam,saṃtānārtham
saMtvaritam,saṃtvaritam
saMdiSya,saṃdiśya
saMDAya,saṃdhāya
saMDitas,saṃdhitas
saMnikfzya,saṃnikṛṣya
saMnipatya,saṃnipatya
saMyuktam,saṃyuktam
saMvat,saṃvat
saMvatsam,saṃvatsam
saMvatsarAtyAsam,saṃvatsarātyāsam
saMvargam,saṃvargam
saMvartam,saṃvartam
saMvAdya,saṃvādya
saMvraScam,saṃvraścam
saMSakalA,saṃśakalā
saMsargatas,saṃsargatas
saMsaryA,saṃsaryā
saMstaBya,saṃstabhya
saMsTApya,saṃsthāpya
saMhatapucCi,saṃhatapucchi
saMhatya,saṃhatya
saMhanu,saṃhanu
saMhAyyam,saṃhāyyam
saMhitAvat,saṃhitāvat
saMhftabusam,saṃhṛtabusam
saMhftayavam,saṃhṛtayavam
saMhriyamARabusam,saṃhriyamāṇabusam
saMhriyamARayavam,saṃhriyamāṇayavam
sakaRWaroDam,sakaṇṭharodham
sakapawam,sakapaṭam
sakazwam,sakaṣṭam
sakAmam,sakāmam
sakAlam,sakālam
sakft,sakṛt
sakfnmadvat,sakṛnmadvat
sakfpaRam,sakṛpaṇam
sakOtUhalam,sakautūhalam
sakroDahAsam,sakrodhahāsam
sakzatram,sakṣatram
saKivat,sakhivat
saKelam,sakhelam
sagadgadam,sagadgadam
sagadgadasvaram,sagadgadasvaram
sagUQam,sagūḍham
sagOravam,sagauravam
sacakram,sacakram
sacamatkAram,sacamatkāram
sacA,sacā
saci,saci
sacintAkulam,sacintākulam
sajUs,sajūs
sajfmBikam,sajṛmbhikam
sajozas,sajoṣas
sajyotis,sajyotis
saqiRqimam,saḍiṇḍimam
sat,sat
satataparigraham,satataparigraham
satas,satas
satfRam,satṛṇam
satfzRam,satṛṣṇam
satkftya,satkṛtya
satyatas,satyatas
satyam,satyam
satyavacanArTam,satyavacanārtham
satram,satram
satrA,satrā
satrAsam,satrāsam
satvararacanam,satvararacanam
satvaritam,satvaritam
sadadi,sadadi
sadam,sadam
sadaSvavat,sadaśvavat
sadA,sadā
sadAham,sadāham
sadivas,sadivas
sadivas,sadivas
sadInam,sadīnam
sadfgBavam,sadṛgbhavam
sadfSam,sadṛśam
sadfzwikzepam,sadṛṣṭikṣepam
sadyas,sadyas
saDEryam,sadhairyam
saDrI,sadhrī
saDryak,sadhryak
sanat,sanat
sanatA,sanatā
sanas,sanas
sanA,sanā
sanAt,sanāt
saniHSvAsam,saniḥśvāsam
sanitur,sanitur
sanirvedam,sanirvedam
saniSvAsam,saniśvāsam
sanizpezam,saniṣpeṣam
sanutar,sanutar
sanemi,sanemi
sannamusale,sannamusale
sannimittam,sannimittam
sannimitte,sannimitte
sapakzapAtam,sapakṣapātam
sapawaham,sapaṭaham
sapattrA,sapattrā
sapatnItas,sapatnītas
sapadi,sapadi
sapariSritkam,sapariśritkam
saparihAram,saparihāram
sapAdavandanam,sapādavandanam
saptakftvas,saptakṛtvas
saptagaNgam,saptagaṅgam
saptadaSaDA,saptadaśadhā
saptaDA,saptadhā
saptavelam,saptavelam
saptAgAram,saptāgāram
sapraRAmam,sapraṇāmam
sapratIkzam,sapratīkṣam
sapratyaBijYam,sapratyabhijñam
sapratyASam,sapratyāśam
sapraSrayam,sapraśrayam
saprahAsam,saprahāsam
sabalAtkAram,sabalātkāram
sabahumAnam,sabahumānam
sabADas,sabādhas
sabAzpagadgadam,sabāṣpagadgadam
sabIBatsam,sabībhatsam
saBaktikam,sabhaktikam
saBAmaDye,sabhāmadhye
saBrUkzepam,sabhrūkṣepam
saBrUBedam,sabhrūbhedam
saBrUvilAsam,sabhrūvilāsam
sam,sam
samakAlam,samakālam
samakzatas,samakṣatas
samakzam,samakṣam
samakzAt,samakṣāt
samakze,samakṣe
samacaturaSrI,samacaturaśrī
samaDA,samadhā
samanantaram,samanantaram
samanA,samanā
samanIkatas,samanīkatas
samantatas,samantatas
samantikam,samantikam
samapadAti,samapadāti
samaBitas,samabhitas
samaBidrutam,samabhidrutam
samaBUmi,samabhūmi
samam,samam
samamBUmi,samambhūmi
samayA,samayā
samayA,samayā
samayAnusAreRa,samayānusāreṇa
samayocitam,samayocitam
samaryAdam,samaryādam
samavAyatas,samavāyatas
samaSas,samaśas
samaha,samaha
samAKyAyam,samākhyāyam
samAdAya,samādāya
samAnatas,samānatas
samAnam,samānam
samAnasUtranipAte,samānasūtranipāte
samAnitam,samānitam
samAntare,samāntare
samAnyA,samānyā
samAlamBam,samālambham
samAvat,samāvat
samAsatas,samāsatas
samAsavyAsayogatas,samāsavyāsayogatas
samAsAdya,samāsādya
samAhftya,samāhṛtya
samitam,samitam
samiti,samiti
samIpatas,samīpatas
samuddiSya,samuddiśya
samudya,samudya
samudratas,samudratas
samupajAtABiniveSam,samupajātābhiniveśam
samupajozam,samupajoṣam
samupayozam,samupayoṣam
samupAdAya,samupādāya
samUlakAzam,samūlakāṣam
samUlaGAtam,samūlaghātam
samUhya,samūhya
samottaratas,samottaratas
samoham,samoham
sampannaMkAram,sampannaṃkāram
sampAtam,sampātam
sampAdam,sampādam
samprati,samprati
sampratIkzya,sampratīkṣya
sampradAyatas,sampradāyatas
sampramaTya,sampramathya
sampramucya,sampramucya
samprasahya,samprasahya
sambat,sambat
sambadDam,sambaddham
samBUya,sambhūya
sammitam,sammitam
sammIlya,sammīlya
sammuKam,sammukham
sammuKe,sammukhe
sammugDam,sammugdham
samyak,samyak
sarajasam,sarajasam
saraRaraRikam,saraṇaraṇikam
saraTam,saratham
sarasam,sarasam
sarIQam,sarīḍham
sarozasmitam,saroṣasmitam
sarpasAt,sarpasāt
sarpizwas,sarpiṣṭas
sarpissAt,sarpissāt
sarvakAlam,sarvakālam
sarvakAle,sarvakāle
sarvakAzam,sarvakāṣam
sarvake,sarvake
sarvagrAsam,sarvagrāsam
sarvatas,sarvatas
sarvatAtA,sarvatātā
sarvatAtA,sarvatātā
sarvatodikkam,sarvatodikkam
sarvatodiSam,sarvatodiśam
sarvatodiSas,sarvatodiśas
sarvatomArgam,sarvatomārgam
sarvatra,sarvatra
sarvaTA,sarvathā
sarvadA,sarvadā
sarvadiNmuKam,sarvadiṅmukham
sarvaprakAram,sarvaprakāram
sarvapraTamam,sarvaprathamam
sarvaprayatnena,sarvaprayatnena
sarvaprARena,sarvaprāṇena
sarvam,sarvam
sarvaraTA,sarvarathā
sarvarAtram,sarvarātram
sarvavAram,sarvavāram
sarvaSas,sarvaśas
sarvasADu,sarvasādhu
sarvahAram,sarvahāram
sarvahfdA,sarvahṛdā
sarvANgam,sarvāṅgam
sarvArTam,sarvārtham
sarvAvaTam,sarvāvatham
sarvAvasaram,sarvāvasaram
sarvAhRam,sarvāhṇam
salajjitasnehakaruRam,salajjitasnehakaruṇam
salalitam,salalitam
salIlam,salīlam
saleSam,saleśam
savanaSas,savanaśas
savanAnukalpam,savanānukalpam
savikroSam,savikrośam
saviklavam,saviklavam
savicikitsitam,savicikitsitam
savitarkam,savitarkam
saviDam,savidham
savilakzam,savilakṣam
savilakzasmitam,savilakṣasmitam
savilambam,savilambam
saviSezatas,saviśeṣatas
saviSezam,saviśeṣam
saviSvAsam,saviśvāsam
saveRuvIRam,saveṇuvīṇam
savedanam,savedanam
savepitam,savepitam
savEklavyam,savaiklavyam
savErAgyam,savairāgyam
savElakzyasmitam,savailakṣyasmitam
savyatas,savyatas
savyetaratas,savyetaratas
saSapaTam,saśapatham
saSabdam,saśabdam
saSiraHkampam,saśiraḥkampam
saSItkAram,saśītkāram
saSUlam,saśūlam
saSfNgArakam,saśṛṅgārakam
saSlAGam,saślāgham
sasaMramBam,sasaṃrambham
sasaKi,sasakhi
sasuracApam,sasuracāpam
saspfham,saspṛham
sasmeram,sasmeram
sasyAnte,sasyānte
sasvar,sasvar
sasvaram,sasvaram
sasvartA,sasvartā
saha,saha
sahapUrvAhRam,sahapūrvāhṇam
sahari,sahari
saharzavErAgyam,saharṣavairāgyam
saharzasADvasam,saharṣasādhvasam
saharzAkUtam,saharṣākūtam
sahastatalam,sahastatalam
sahasrakftvas,sahasrakṛtvas
sahasraDA,sahasradhā
sahasraBedaSas,sahasrabhedaśas
sahasraSas,sahasraśas
sahAdaram,sahādaram
sahAyArTam,sahāyārtham
sahAsahAkAram,sahāsahākāram
sahitam,sahitam
sahfzwakam,sahṛṣṭakam
sahlAdam,sahlādam
sAMnAyyavat,sāṃnāyyavat
sAMniDyatas,sāṃnidhyatas
sAkam,sākam
sAkUtam,sākūtam
sAkzatam,sākṣatam
sAkzAt,sākṣāt
sAkziptam,sākṣiptam
sAkzivat,sākṣivat
sAgaravat,sāgaravat
sAgni,sāgni
sAgram,sāgram
sAci,sāci
sAcIvit,sācīvit
sAwopam,sāṭopam
sAdarapUrvakam,sādarapūrvakam
sADAraRam,sādhāraṇam
sADAraRyA,sādhāraṇyā
sADIyas,sādhīyas
sADu,sādhu
sADutas,sādhutas
sADuyA,sādhuyā
sADuvat,sādhuvat
sADyA,sādhyā
sAnandagadgadapadam,sānandagadgadapadam
sAnandam,sānandam
sAnutarzam,sānutarṣam
sAnunAsyam,sānunāsyam
sAnuzak,sānuṣak
sAntarnidAGajvaram,sāntarnidāghajvaram
sAntvatas,sāntvatas
sAntvayA,sāntvayā
sApadeSam,sāpadeśam
sApamAnam,sāpamānam
sApavAdam,sāpavādam
sABayadakziRam,sābhayadakṣiṇam
sABinayam,sābhinayam
sAmakalam,sāmakalam
sAmatas,sāmatas
sAmantakena,sāmantakena
sAmarzam,sāmarṣam
sAmarzahAsam,sāmarṣahāsam
sAmAnyatas,sāmānyatas
sAmAnyadeSavat,sāmānyadeśavat
sAmAnyapUrvam,sāmānyapūrvam
sAmAnyapratipattipUrvam,sāmānyapratipattipūrvam
sAmAnyam,sāmānyam
sAmi,sāmi
sAmpratam,sāmpratam
sAyaMdohavat,sāyaṃdohavat
sAyatare,sāyatare
sAyam,sāyam
sAyam,sāyam
sAyamprAtar,sāyamprātar
sAyAhnasamaye,sāyāhnasamaye
sAratas,sāratas
sArAparADatas,sārāparādhatas
sArUpyatas,sārūpyatas
sArDam,sārdham
sAvakASam,sāvakāśam
sAvajYam,sāvajñam
sAvadAnam,sāvadānam
sAvaDAnam,sāvadhānam
sAvegam,sāvegam
sAScaryam,sāścaryam
sAzwANgapAtam,sāṣṭāṅgapātam
sAzwANgam,sāṣṭāṅgam
sAsTisvAnam,sāsthisvānam
sAhasraSas,sāhasraśas
si,si
siMhAvalokananyAyena,siṃhāvalokananyāyena
siMhAvalokanena,siṃhāvalokanena
sidDavat,siddhavat
sidDyarTam,siddhyartham
sinDutas,sindhutas
sim,sim
sIm,sīm
sImatas,sīmatas
su,su
suKatas,sukhatas
suKam,sukham
suKavat,sukhavat
suKaSoBArTam,sukhaśobhārtham
suKasuKena,sukhasukhena
suKArTam,sukhārtham
suKArTAya,sukhārthāya
suguptam,suguptam
sugUQam,sugūḍham
sucetunA,sucetunā
sutanirviSezam,sutanirviśeṣam
sutamAm,sutamām
sutarAm,sutarām
sudi,sudi
sudivA,sudivā
suduHKam,suduḥkham
sudUram,sudūram
sudfQam,sudṛḍham
suniKilam,sunikhilam
suniBftam,sunibhṛtam
sundaram,sundaram
supaScAt,supaścāt
supUrvam,supūrvam
supUrvAhRe,supūrvāhṇe
supraticCannam,supraticchannam
supraBAte,suprabhāte
suprAtar,suprātar
subahu,subahu
subahuDA,subahudhā
subahuSas,subahuśas
suBagam,subhagam
sumat,sumat
sumahat,sumahat
sumnayA,sumnayā
sulalitam,sulalitam
suvar,suvar
suvarRavat,suvarṇavat
suvicArya,suvicārya
suviDam,suvidham
suvistaram,suvistaram
suvistIrRam,suvistīrṇam
suzuptivat,suṣuptivat
suzWu,suṣṭhu
suzWutaram,suṣṭhutaram
sU,sū
sUccEs,sūccais
sUt,sūt
sUpat,sūpat
sUpaprati,sūpaprati
serzyam,serṣyam
sevAsI,sevāsī
socCvAsam,socchvāsam
sotkaRWam,sotkaṇṭham
sotprekzam,sotprekṣam
sotsAham,sotsāham
sotseDam,sotsedham
sodapUrvam,sodapūrvam
sodbAzpam,sodbāṣpam
sopagraham,sopagraham
sopacArakam,sopacārakam
sopADi,sopādhi
somavat,somavat
sollAsam,sollāsam
solleKam,sollekham
sKalitasuBagam,skhalitasubhagam
stanitasuBagam,stanitasubhagam
stambaSas,stambaśas
stukAsargam,stukāsargam
stokaSas,stokaśas
stryAdivyatyAsam,stryādivyatyāsam
sTalatas,sthalatas
sTaSas,sthaśas
sTARuvat,sthāṇuvat
sTAnatas,sthānatas
sTAnivat,sthānivat
sTApayitvA,sthāpayitvā
sTitvA,sthitvā
sTiritvA,sthiritvā
snAtvA,snātvā
snuzAvat,snuṣāvat
snehapUrvam,snehapūrvam
spazwam,spaṣṭam
spfzwAspfzwi,spṛṣṭāspṛṣṭi
sPawikamaRivat,sphaṭikamaṇivat
sPuwam,sphuṭam
sPuwaSabdam,sphuṭaśabdam
smat,smat
smAram,smāram
syAt,syāt
srajivat,srajivat
srAk,srāk
sruvapUram,sruvapūram
svakAle,svakāle
svagatam,svagatam
svagA,svagā
svaguRatas,svaguṇatas
svacCandatas,svacchandatas
svatas,svatas
svadiNmuKam,svadiṅmukham
svaDA,svadhā
svaputravat,svaputravat
svapuras,svapuras
svapozam,svapoṣam
svapnaparyantam,svapnaparyantam
svapnayA,svapnayā
svapnavat,svapnavat
svapnyayA,svapnyayā
svaprayogAt,svaprayogāt
svaBAvatas,svabhāvatas
svamAtreRa,svamātreṇa
svayaMgrAham,svayaṃgrāham
svayam,svayam
svayuktitas,svayuktitas
svayuktyA,svayuktyā
svar,svar
svaraSas,svaraśas
svarAntare,svarāntare
svarucyA,svarucyā
svarUpatas,svarūpatas
svargahetO,svargahetau
svargArTam,svargārtham
svalpatas,svalpatas
svavat,svavat
svaviDinA,svavidhinā
svavIryatas,svavīryatas
svaSaktyA,svaśaktyā
svasti,svasti
svastivAcya,svastivācya
svastI,svastī
svasTam,svastham
svAduMkAram,svāduṃkāram
svAmyarTam,svāmyartham
svArTam,svārtham
svArTe,svārthe
svAhA,svāhā
svid,svid
svecCayA,svecchayā
svecCAtas,svecchātas
svErakam,svairakam
svEram,svairam
svEreRa,svaireṇa
svErezu,svaireṣu
ha,ha
ha,ha
haMho,haṃho
hak,hak
hanta,hanta
ham,ham
haye,haye
hari,hari
harile,harile
harzyA,harṣyā
halahalA,halahalā
halA,halā
havizwas,haviṣṭas
has,has
hastagfhya,hastagṛhya
hastatrayasammite,hastatrayasammite
hastavartam,hastavartam
hastasaMDunakam,hastasaṃdhunakam
hastAvalehakam,hastāvalehakam
hastAhasti,hastāhasti
hastegfhya,hastegṛhya
hahA,hahā
hahAhA,hahāhā
hahe,hahe
hA,hā
hAyi,hāyi
hAram,hāram
hAvu,hāvu
hi,hi
hiN,hiṅ
hitvA,hitvā
hina,hina
him,him
himyA,himyā
hirakut,hirakut
hiraRyanikAzam,hiraṇyanikāṣam
hiruk,hiruk
hihi,hihi
hI,hī
hInatas,hīnatas
hInAtiriktakAle,hīnātiriktakāle
hInADike,hīnādhike
hIz,hīṣ
hIhI,hīhī
hu,hu
huquk,huḍuk
huqut,huḍut
hummA,hummā
huras,huras
huruk,huruk
huluhulu,huluhulu
huvA,huvā
huss,huss
hU,hū
hUm,hūm
hfttas,hṛttas
hftsPowam,hṛtsphoṭam
hfzwavat,hṛṣṭavat
he,he
hemavat,hemavat
hE,hai
hEmahA,haimahā
hEvam,haivam
ho,ho
hotrABiH,hotrābhiḥ
hyas,hyas
hrAm,hrām
hrIm,hrīm
hrum,hrum
hrOm,hraum
