root	class	derivation	tense	voices
krīḍ	1	primary	perfect	active,middle
krīḍ	1	primary	periphrastic_future	active
krīḍ	1	primary	present	active,middle,passive
kuc	6	causative	future	active,middle
kuc	6	causative	imperative	active,middle,passive
kuc	6	causative	imperfect	active,middle,passive
kuc	6	causative	optative	active,middle,passive
kuc	6	causative	periphrastic_future	active
kuc	6	causative	present	active,middle,passive
kuc	6	primary	benedictive	active
kuc	6	primary	future	active
kuc	6	primary	imperative	active,passive
kuc	6	primary	imperfect	active,passive
kuc	6	primary	optative	active,passive
kuc	6	primary	perfect	active
kuc	6	primary	periphrastic_future	active
kuc	6	primary	present	active,passive
kuha	11	primary	future	active,middle
kuha	11	primary	imperative	middle,passive
kuha	11	primary	imperfect	middle,passive
kuha	11	primary	optative	middle,passive
kuha	11	primary	periphrastic_future	active
kuha	11	primary	present	middle,passive
kul	1	primary	benedictive	active
kul	1	primary	future	active
kul	1	primary	imperative	active,passive
kul	1	primary	imperfect	active,passive
kul	1	primary	optative	active,passive
kul	1	primary	perfect	active
kul	1	primary	periphrastic_future	active
kul	1	primary	present	active,passive
kulyā	11	primary	future	active,middle
kulyā	11	primary	imperative	middle
kulyā	11	primary	imperfect	middle
kulyā	11	primary	optative	middle
kulyā	11	primary	periphrastic_future	active
kulyā	11	primary	present	middle
kunth	1	primary	benedictive	active
kunth	1	primary	future	active
kunth	1	primary	imperative	active,passive
kunth	1	primary	imperfect	active,passive
kunth	1	primary	optative	active,passive
kunth	1	primary	perfect	active
kunth	1	primary	periphrastic_future	active
kunth	1	primary	present	active,passive
kup	4	causative	future	active,middle
kup	4	causative	imperative	active,middle,passive
kup	4	causative	imperfect	active,middle,passive
kup	4	causative	optative	active,middle,passive
kup	4	causative	periphrastic_future	active
kup	4	causative	present	active,middle,passive
kup	4	primary	benedictive	active
kup	4	primary	future	active
kup	4	primary	imperative	active,passive
kup	4	primary	imperfect	active,passive
kup	4	primary	optative	active,passive
kup	4	primary	perfect	active
kup	4	primary	periphrastic_future	active
kup	4	primary	present	active,passive
kuraṅga	11	primary	future	active,middle
kuraṅga	11	primary	imperative	middle
kuraṅga	11	primary	imperfect	middle
kuraṅga	11	primary	optative	middle
kuraṅga	11	primary	periphrastic_future	active
kuraṅga	11	primary	present	middle
kusuma	11	primary	future	active,middle
kusuma	11	primary	imperative	active,passive
kusuma	11	primary	imperfect	active,passive
kusuma	11	primary	optative	active,passive
kusuma	11	primary	periphrastic_future	active
kusuma	11	primary	present	active,passive
kuts	10	primary	future	active,middle
kuts	10	primary	imperative	active,middle,passive
kuts	10	primary	imperfect	active,middle,passive
kuts	10	primary	optative	active,middle,passive
kuts	10	primary	periphrastic_future	active
kuts	10	primary	present	active,middle,passive
kuñc	1	causative	future	active,middle
kuñc	1	causative	imperative	active,middle,passive
kuñc	1	causative	imperfect	active,middle,passive
kuñc	1	causative	optative	active,middle,passive
kuñc	1	causative	periphrastic_future	active
kuñc	1	causative	present	active,middle,passive
kuñc	1	primary	future	active,middle
kuñc	1	primary	imperative	middle
kuñc	1	primary	imperfect	middle
kuñc	1	primary	optative	middle
kuñc	1	primary	perfect	active,middle
kuñc	1	primary	periphrastic_future	active
kuñc	1	primary	present	middle
kuṇḍ	1	causative	future	active,middle
kuṇḍ	1	causative	imperative	active,middle
kuṇḍ	1	causative	imperfect	active,middle
kuṇḍ	1	causative	optative	active,middle
kuṇḍ	1	causative	periphrastic_future	active
kuṇḍ	1	causative	present	active,middle
kuṇḍ	1	primary	benedictive	active
kuṇḍ	1	primary	future	active,middle
kuṇḍ	1	primary	imperative	active,middle,passive
kuṇḍ	1	primary	imperfect	active,middle,passive
kuṇḍ	1	primary	optative	active,middle,passive
kuṇḍ	1	primary	perfect	active,middle
kuṇḍ	1	primary	periphrastic_future	active
kuṇḍ	1	primary	present	active,middle,passive
kuṇṭh	1	causative	future	active,middle
kuṇṭh	1	causative	imperative	active,middle
kuṇṭh	1	causative	imperfect	active,middle
kuṇṭh	1	causative	optative	active,middle
kuṇṭh	1	causative	periphrastic_future	active
kuṇṭh	1	causative	present	active,middle
kuṇṭh	1	primary	benedictive	active
kuṇṭh	1	primary	future	active
kuṇṭh	1	primary	imperative	active,passive
kuṇṭh	1	primary	imperfect	active,passive
kuṇṭh	1	primary	optative	active,passive
kuṇṭh	1	primary	perfect	active
kuṇṭh	1	primary	periphrastic_future	active
kuṇṭh	1	primary	present	active,passive
kuṣ	5	primary	aorist	active
kuṣ	6	primary	benedictive	active
kuṣ	6	primary	future	active
kuṣ	6	primary	imperative	active,passive
kuṣ	6	primary	imperfect	active,passive
kuṣ	6	primary	optative	active,passive
kuṣ	6	primary	perfect	active
kuṣ	6	primary	periphrastic_future	active
kuṣ	6	primary	present	active,passive
kuṣ	9	primary	imperative	active
kuṣ	9	primary	imperfect	active
kuṣ	9	primary	optative	active
kuṣ	9	primary	present	active
kuṭ	5	primary	aorist	active
kuṭ	6	causative	future	active,middle
kuṭ	6	causative	imperative	active,middle,passive
kuṭ	6	causative	imperfect	active,middle,passive
kuṭ	6	causative	optative	active,middle,passive
kuṭ	6	causative	periphrastic_future	active
kuṭ	6	causative	present	active,middle,passive
kuṭ	6	primary	benedictive	active
kuṭ	6	primary	conditional	active
kuṭ	6	primary	future	active
kuṭ	6	primary	imperative	active,passive
kuṭ	6	primary	imperfect	active,passive
kuṭ	6	primary	optative	active,passive
kuṭ	6	primary	perfect	active
kuṭ	6	primary	periphrastic_future	active
kuṭ	6	primary	present	active,passive
kuṭṭ	10	primary	future	active
kuṭṭ	10	primary	imperative	active,passive
kuṭṭ	10	primary	imperfect	active,passive
kuṭṭ	10	primary	optative	active,passive
kuṭṭ	10	primary	periphrastic_future	active
kuṭṭ	10	primary	present	active,passive
kvath	1	causative	future	active,middle
kvath	1	causative	imperative	active,middle,passive
kvath	1	causative	imperfect	active,middle,passive
kvath	1	causative	optative	active,middle,passive
kvath	1	causative	periphrastic_future	active
kvath	1	causative	present	active,middle,passive
kvath	1	primary	benedictive	active
kvath	1	primary	future	active
kvath	1	primary	imperative	active,passive
kvath	1	primary	imperfect	active,passive
kvath	1	primary	optative	active,passive
kvath	1	primary	perfect	active
kvath	1	primary	periphrastic_future	active
kvath	1	primary	present	active,passive
kvaṇ	1	causative	future	active,middle
kvaṇ	1	causative	imperative	active,middle
kvaṇ	1	causative	imperfect	active,middle
kvaṇ	1	causative	optative	active,middle
kvaṇ	1	causative	periphrastic_future	active
kvaṇ	1	causative	present	active,middle
kvaṇ	1	primary	benedictive	active
kvaṇ	1	primary	future	active,middle
kvaṇ	1	primary	imperative	active,middle,passive
kvaṇ	1	primary	imperfect	active,middle,passive
kvaṇ	1	primary	optative	active,middle,passive
kvaṇ	1	primary	perfect	active,middle
kvaṇ	1	primary	periphrastic_future	active
kvaṇ	1	primary	present	active,middle,passive
kās	1	primary	benedictive	active
kās	1	primary	future	middle
kās	1	primary	imperative	middle,passive
kās	1	primary	imperfect	middle,passive
kās	1	primary	optative	middle,passive
kās	1	primary	perfect	middle
kās	1	primary	periphrastic_future	active
kās	1	primary	present	middle,passive
kāś	1	causative	future	active,middle
kāś	1	causative	imperative	active,middle
kāś	1	causative	imperfect	active,middle
kāś	1	causative	optative	active,middle
kāś	1	causative	periphrastic_future	active
kāś	1	causative	present	active,middle
kāś	1	intensive	imperative	active,middle
kāś	1	intensive	imperfect	active,middle
kāś	1	intensive	optative	active,middle
kāś	1	intensive	present	active,middle
kāś	1	primary	aorist	passive
kāś	1	primary	benedictive	active
kāś	1	primary	future	middle
kāś	1	primary	imperative	middle,passive
kāś	1	primary	imperfect	middle,passive
kāś	1	primary	optative	middle,passive
kāś	1	primary	perfect	middle
kāś	1	primary	periphrastic_future	active
kāś	1	primary	present	middle,passive
kāṅkṣ	1	primary	benedictive	active
kāṅkṣ	1	primary	future	active,middle
kāṅkṣ	1	primary	imperative	active,middle,passive
kāṅkṣ	1	primary	imperfect	active,middle,passive
kāṅkṣ	1	primary	optative	active,middle,passive
kāṅkṣ	1	primary	perfect	active,middle
kāṅkṣ	1	primary	periphrastic_future	active
kāṅkṣ	1	primary	present	active,middle,passive
kīl	1	primary	benedictive	active
kīl	1	primary	future	active
kīl	1	primary	imperative	active,passive
kīl	1	primary	imperfect	active,passive
kīl	1	primary	optative	active,passive
kīl	1	primary	perfect	active
kīl	1	primary	periphrastic_future	active
kīl	1	primary	present	active,passive
kīrt	10	primary	future	active
kīrt	10	primary	imperative	active,passive
kīrt	10	primary	imperfect	active,passive
kīrt	10	primary	optative	active,passive
kīrt	10	primary	periphrastic_future	active
kīrt	10	primary	present	active,passive
kū	6	intensive	imperative	middle
kū	6	intensive	imperfect	middle
kū	6	intensive	optative	middle
kū	6	intensive	present	middle
kū	6	primary	benedictive	active
kū	6	primary	future	middle
kū	6	primary	imperative	middle
kū	6	primary	imperfect	middle
kū	6	primary	optative	middle
kū	6	primary	perfect	middle
kū	6	primary	periphrastic_future	active
kū	6	primary	present	middle
kūj	1	primary	benedictive	active
kūj	1	primary	future	active
kūj	1	primary	imperative	active,passive
kūj	1	primary	imperfect	active,passive
kūj	1	primary	optative	active,passive
kūj	1	primary	perfect	active
kūj	1	primary	periphrastic_future	active
kūj	1	primary	present	active,passive
kḷp	1	causative	future	active,middle
kḷp	1	causative	imperative	active,middle,passive
kḷp	1	causative	imperfect	active,middle,passive
kḷp	1	causative	optative	active,middle,passive
kḷp	1	causative	periphrastic_future	active
kḷp	1	causative	present	active,middle,passive
kḷp	1	primary	benedictive	active
kḷp	1	primary	future	middle
kḷp	1	primary	imperative	middle
kḷp	1	primary	imperfect	middle
kḷp	1	primary	optative	middle
kḷp	1	primary	perfect	middle
kḷp	1	primary	periphrastic_future	active
kḷp	1	primary	present	middle
kḷp	3	primary	aorist	active,middle
kṛ	1	causative	future	active,middle
kṛ	1	causative	imperative	active,middle,passive
kṛ	1	causative	imperfect	active,middle,passive
kṛ	1	causative	optative	active,middle,passive
kṛ	1	causative	periphrastic_future	active
kṛ	1	causative	present	active,middle,passive
kṛ	1	desiderative	future	active,middle
kṛ	1	desiderative	imperative	active,middle,passive
kṛ	1	desiderative	imperfect	active,middle,passive
kṛ	1	desiderative	optative	active,middle,passive
kṛ	1	desiderative	periphrastic_future	active
kṛ	1	desiderative	present	active,middle,passive
kṛ	1	intensive	imperative	active
kṛ	1	intensive	imperfect	active
kṛ	1	intensive	optative	active
kṛ	1	intensive	present	active
kṛ	1	primary	aorist	active,middle,passive
kṛ	1	primary	benedictive	active,middle
kṛ	1	primary	conditional	active,middle
kṛ	1	primary	future	active,middle
kṛ	1	primary	imperative	passive
kṛ	1	primary	imperfect	passive
kṛ	1	primary	injunctive	middle
kṛ	1	primary	optative	passive
kṛ	1	primary	perfect	active,middle
kṛ	1	primary	periphrastic_future	active
kṛ	1	primary	present	passive
kṛ	2	primary	imperative	active
kṛ	3	primary	aorist	active,middle
kṛ	3	primary	injunctive	active,middle
kṛ	4	primary	aorist	active,middle
kṛ	4	primary	injunctive	active,middle
kṛ	5	primary	aorist	active
kṛ	5	primary	imperative	active,middle
kṛ	5	primary	imperfect	active,middle
kṛ	5	primary	injunctive	active
kṛ	5	primary	optative	active,middle
kṛ	5	primary	present	active,middle
kṛ	8	primary	imperative	active,middle
kṛ	8	primary	imperfect	active,middle
kṛ	8	primary	optative	active,middle
kṛ	8	primary	present	active,middle
kṛcchra	11	primary	future	active,middle
kṛcchra	11	primary	imperative	middle
kṛcchra	11	primary	imperfect	middle
kṛcchra	11	primary	optative	middle
kṛcchra	11	primary	periphrastic_future	active
kṛcchra	11	primary	present	middle
kṛp	1	causative	future	active,middle
kṛp	1	causative	imperative	active,middle
kṛp	1	causative	imperfect	active,middle
kṛp	1	causative	optative	active,middle
kṛp	1	causative	periphrastic_future	active
kṛp	1	causative	present	active,middle
kṛp	1	primary	benedictive	active
kṛp	1	primary	future	middle
kṛp	1	primary	imperative	middle,passive
kṛp	1	primary	imperfect	middle,passive
kṛp	1	primary	optative	middle,passive
kṛp	1	primary	perfect	middle
kṛp	1	primary	periphrastic_future	active
kṛp	1	primary	present	middle,passive
kṛpaṇa	11	primary	future	active,middle
kṛpaṇa	11	primary	imperative	middle
kṛpaṇa	11	primary	imperfect	middle
kṛpaṇa	11	primary	optative	middle
kṛpaṇa	11	primary	periphrastic_future	active
kṛpaṇa	11	primary	present	middle
kṛt	1	primary	aorist	passive
kṛt	1	primary	benedictive	active
kṛt	1	primary	future	active
