form,root,class,person,number,mode,voice,modification,form_IAST,root_IAST
maNktAsTa,majj,,2,p,pfut,para,,maṅktāstha,majj
maNktAsTas,majj,,2,d,pfut,para,,maṅktāsthas,majj
maNktAsmas,majj,,1,p,pfut,para,,maṅktāsmas,majj
maNktAsmi,majj,,1,s,pfut,para,,maṅktāsmi,majj
maNktAsvas,majj,,1,d,pfut,para,,maṅktāsvas,majj
maNkzyatas,majj,,3,d,sfut,para,,maṅkṣyatas,majj
maNkzyati,majj,,3,s,sfut,para,,maṅkṣyati,majj
maNkzyaTa,majj,,2,p,sfut,para,,maṅkṣyatha,majj
maNkzyaTas,majj,,2,d,sfut,para,,maṅkṣyathas,majj
maNkzyanti,majj,,3,p,sfut,para,,maṅkṣyanti,majj
maNkzyasi,majj,,2,s,sfut,para,,maṅkṣyasi,majj
maNkzyAmas,majj,,1,p,sfut,para,,maṅkṣyāmas,majj
maNkzyAmi,majj,,1,s,sfut,para,,maṅkṣyāmi,majj
maNkzyAvas,majj,,1,d,sfut,para,,maṅkṣyāvas,majj
majja,majj,6,2,s,impv,para,,majja,majj
majjata,majj,6,2,p,impv,para,,majjata,majj
majjatam,majj,6,2,d,impv,para,,majjatam,majj
majjatas,majj,6,3,d,pres,para,,majjatas,majj
majjatAm,majj,6,3,d,impv,para,,majjatām,majj
majjati,majj,6,3,s,pres,para,,majjati,majj
majjatu,majj,6,3,s,impv,para,,majjatu,majj
majjaTa,majj,6,2,p,pres,para,,majjatha,majj
majjaTas,majj,6,2,d,pres,para,,majjathas,majj
majjanti,majj,6,3,p,pres,para,,majjanti,majj
majjantu,majj,6,3,p,impv,para,,majjantu,majj
majjaya,majj,,2,s,impv,para,caus,majjaya,majj
majjayata,majj,,2,p,impv,para,caus,majjayata,majj
majjayatam,majj,,2,d,impv,para,caus,majjayatam,majj
majjayatas,majj,,3,d,pres,para,caus,majjayatas,majj
majjayatAm,majj,,3,s,impv,atma,caus,majjayatām,majj
majjayati,majj,,3,s,pres,para,caus,majjayati,majj
majjayatu,majj,,3,s,impv,para,caus,majjayatu,majj
majjayate,majj,,3,s,pres,atma,caus,majjayate,majj
majjayaTa,majj,,2,p,pres,para,caus,majjayatha,majj
majjayaTas,majj,,2,d,pres,para,caus,majjayathas,majj
majjayaDvam,majj,,2,p,impv,atma,caus,majjayadhvam,majj
majjayaDve,majj,,2,p,pres,atma,caus,majjayadhve,majj
majjayantAm,majj,,3,p,impv,atma,caus,majjayantām,majj
majjayanti,majj,,3,p,pres,para,caus,majjayanti,majj
majjayantu,majj,,3,p,impv,para,caus,majjayantu,majj
majjayante,majj,,3,p,pres,atma,caus,majjayante,majj
majjayasi,majj,,2,s,pres,para,caus,majjayasi,majj
majjayase,majj,,2,s,pres,atma,caus,majjayase,majj
majjayasva,majj,,2,s,impv,atma,caus,majjayasva,majj
majjayAni,majj,,1,s,impv,para,caus,majjayāni,majj
majjayAma,majj,,1,p,impv,para,caus,majjayāma,majj
majjayAmas,majj,,1,p,pres,para,caus,majjayāmas,majj
majjayAmahe,majj,,1,p,pres,atma,caus,majjayāmahe,majj
majjayAmahE,majj,,1,p,impv,atma,caus,majjayāmahai,majj
majjayAmi,majj,,1,s,pres,para,caus,majjayāmi,majj
majjayAva,majj,,1,d,impv,para,caus,majjayāva,majj
majjayAvas,majj,,1,d,pres,para,caus,majjayāvas,majj
majjayAvahe,majj,,1,d,pres,atma,caus,majjayāvahe,majj
majjayAvahE,majj,,1,d,impv,atma,caus,majjayāvahai,majj
majjayitA,majj,,3,s,pfut,para,caus,majjayitā,majj
majjayitAras,majj,,3,p,pfut,para,caus,majjayitāras,majj
majjayitArO,majj,,3,d,pfut,para,caus,majjayitārau,majj
majjayitAsi,majj,,2,s,pfut,para,caus,majjayitāsi,majj
majjayitAsTa,majj,,2,p,pfut,para,caus,majjayitāstha,majj
majjayitAsTas,majj,,2,d,pfut,para,caus,majjayitāsthas,majj
majjayitAsmas,majj,,1,p,pfut,para,caus,majjayitāsmas,majj
majjayitAsmi,majj,,1,s,pfut,para,caus,majjayitāsmi,majj
majjayitAsvas,majj,,1,d,pfut,para,caus,majjayitāsvas,majj
majjayizyatas,majj,,3,d,sfut,para,caus,majjayiṣyatas,majj
majjayizyati,majj,,3,s,sfut,para,caus,majjayiṣyati,majj
majjayizyate,majj,,3,s,sfut,atma,caus,majjayiṣyate,majj
majjayizyaTa,majj,,2,p,sfut,para,caus,majjayiṣyatha,majj
majjayizyaTas,majj,,2,d,sfut,para,caus,majjayiṣyathas,majj
majjayizyaDve,majj,,2,p,sfut,atma,caus,majjayiṣyadhve,majj
majjayizyanti,majj,,3,p,sfut,para,caus,majjayiṣyanti,majj
majjayizyante,majj,,3,p,sfut,atma,caus,majjayiṣyante,majj
majjayizyasi,majj,,2,s,sfut,para,caus,majjayiṣyasi,majj
majjayizyase,majj,,2,s,sfut,atma,caus,majjayiṣyase,majj
majjayizyAmas,majj,,1,p,sfut,para,caus,majjayiṣyāmas,majj
majjayizyAmahe,majj,,1,p,sfut,atma,caus,majjayiṣyāmahe,majj
majjayizyAmi,majj,,1,s,sfut,para,caus,majjayiṣyāmi,majj
majjayizyAvas,majj,,1,d,sfut,para,caus,majjayiṣyāvas,majj
majjayizyAvahe,majj,,1,d,sfut,atma,caus,majjayiṣyāvahe,majj
majjayizye,majj,,1,s,sfut,atma,caus,majjayiṣye,majj
majjayizyete,majj,,3,d,sfut,atma,caus,majjayiṣyete,majj
majjayizyeTe,majj,,2,d,sfut,atma,caus,majjayiṣyethe,majj
majjaye,majj,,1,s,pres,atma,caus,majjaye,majj
majjayet,majj,,3,s,opt,para,caus,majjayet,majj
majjayeta,majj,,3,s,opt,atma,caus,majjayeta,majj
majjayetam,majj,,2,d,opt,para,caus,majjayetam,majj
majjayetAm,majj,,3,d,impv,atma,caus,majjayetām,majj
majjayete,majj,,3,d,pres,atma,caus,majjayete,majj
majjayeTAm,majj,,2,d,impv,atma,caus,majjayethām,majj
majjayeTAs,majj,,2,s,opt,atma,caus,majjayethās,majj
majjayeTe,majj,,2,d,pres,atma,caus,majjayethe,majj
majjayeDvam,majj,,2,p,opt,atma,caus,majjayedhvam,majj
majjayema,majj,,1,p,opt,para,caus,majjayema,majj
majjayemahi,majj,,1,p,opt,atma,caus,majjayemahi,majj
majjayeya,majj,,1,s,opt,atma,caus,majjayeya,majj
majjayeyam,majj,,1,s,opt,para,caus,majjayeyam,majj
majjayeyAtAm,majj,,3,d,opt,atma,caus,majjayeyātām,majj
majjayeyATAm,majj,,2,d,opt,atma,caus,majjayeyāthām,majj
majjayeyur,majj,,3,p,opt,para,caus,majjayeyur,majj
majjayeran,majj,,3,p,opt,atma,caus,majjayeran,majj
majjayeva,majj,,1,d,opt,para,caus,majjayeva,majj
majjayevahi,majj,,1,d,opt,atma,caus,majjayevahi,majj
majjayes,majj,,2,s,opt,para,caus,majjayes,majj
majjayE,majj,,1,s,impv,atma,caus,majjayai,majj
majjasi,majj,6,2,s,pres,para,,majjasi,majj
majjAni,majj,6,1,s,impv,para,,majjāni,majj
majjAma,majj,6,1,p,impv,para,,majjāma,majj
majjAmas,majj,6,1,p,pres,para,,majjāmas,majj
majjAmi,majj,6,1,s,pres,para,,majjāmi,majj
majjAva,majj,6,1,d,impv,para,,majjāva,majj
majjAvas,majj,6,1,d,pres,para,,majjāvas,majj
majjitA,majj,,3,s,pfut,para,,majjitā,majj
majjitAras,majj,,3,p,pfut,para,,majjitāras,majj
majjitArO,majj,,3,d,pfut,para,,majjitārau,majj
majjitAsi,majj,,2,s,pfut,para,,majjitāsi,majj
majjitAsTa,majj,,2,p,pfut,para,,majjitāstha,majj
majjitAsTas,majj,,2,d,pfut,para,,majjitāsthas,majj
majjitAsmas,majj,,1,p,pfut,para,,majjitāsmas,majj
majjitAsmi,majj,,1,s,pfut,para,,majjitāsmi,majj
majjitAsvas,majj,,1,d,pfut,para,,majjitāsvas,majj
majjizyatas,majj,,3,d,sfut,para,,majjiṣyatas,majj
majjizyati,majj,,3,s,sfut,para,,majjiṣyati,majj
majjizyaTa,majj,,2,p,sfut,para,,majjiṣyatha,majj
majjizyaTas,majj,,2,d,sfut,para,,majjiṣyathas,majj
majjizyanti,majj,,3,p,sfut,para,,majjiṣyanti,majj
majjizyasi,majj,,2,s,sfut,para,,majjiṣyasi,majj
majjizyAmas,majj,,1,p,sfut,para,,majjiṣyāmas,majj
majjizyAmi,majj,,1,s,sfut,para,,majjiṣyāmi,majj
majjizyAvas,majj,,1,d,sfut,para,,majjiṣyāvas,majj
majjet,majj,6,3,s,opt,para,,majjet,majj
majjeta,majj,6,2,p,opt,para,,majjeta,majj
majjetam,majj,6,2,d,opt,para,,majjetam,majj
majjetAm,majj,6,3,d,opt,para,,majjetām,majj
majjema,majj,6,1,p,opt,para,,majjema,majj
majjeyam,majj,6,1,s,opt,para,,majjeyam,majj
majjeyur,majj,6,3,p,opt,para,,majjeyur,majj
majjeva,majj,6,1,d,opt,para,,majjeva,majj
majjes,majj,6,2,s,opt,para,,majjes,majj
majjyatAm,majj,,3,s,impv,pass,,majjyatām,majj
majjyate,majj,,3,s,pres,pass,,majjyate,majj
majjyaDvam,majj,,2,p,impv,pass,,majjyadhvam,majj
majjyaDve,majj,,2,p,pres,pass,,majjyadhve,majj
majjyantAm,majj,,3,p,impv,pass,,majjyantām,majj
majjyante,majj,,3,p,pres,pass,,majjyante,majj
majjyase,majj,,2,s,pres,pass,,majjyase,majj
majjyasva,majj,,2,s,impv,pass,,majjyasva,majj
majjyAmahe,majj,,1,p,pres,pass,,majjyāmahe,majj
majjyAmahE,majj,,1,p,impv,pass,,majjyāmahai,majj
majjyAvahe,majj,,1,d,pres,pass,,majjyāvahe,majj
majjyAvahE,majj,,1,d,impv,pass,,majjyāvahai,majj
majjye,majj,,1,s,pres,pass,,majjye,majj
majjyeta,majj,,3,s,opt,pass,,majjyeta,majj
majjyetAm,majj,,3,d,impv,pass,,majjyetām,majj
majjyete,majj,,3,d,pres,pass,,majjyete,majj
majjyeTAm,majj,,2,d,impv,pass,,majjyethām,majj
majjyeTAs,majj,,2,s,opt,pass,,majjyethās,majj
majjyeTe,majj,,2,d,pres,pass,,majjyethe,majj
majjyeDvam,majj,,2,p,opt,pass,,majjyedhvam,majj
majjyemahi,majj,,1,p,opt,pass,,majjyemahi,majj
majjyeya,majj,,1,s,opt,pass,,majjyeya,majj
majjyeyAtAm,majj,,3,d,opt,pass,,majjyeyātām,majj
majjyeyATAm,majj,,2,d,opt,pass,,majjyeyāthām,majj
majjyeran,majj,,3,p,opt,pass,,majjyeran,majj
majjyevahi,majj,,1,d,opt,pass,,majjyevahi,majj
majjyE,majj,,1,s,impv,pass,,majjyai,majj
maRqa,maRq,1,2,s,impv,para,,maṇḍa,maṇḍ
maRqata,maRq,1,2,p,impv,para,,maṇḍata,maṇḍ
maRqatam,maRq,1,2,d,impv,para,,maṇḍatam,maṇḍ
maRqatas,maRq,1,3,d,pres,para,,maṇḍatas,maṇḍ
maRqatAm,maRq,1,3,d,impv,para,,maṇḍatām,maṇḍ
maRqati,maRq,1,3,s,pres,para,,maṇḍati,maṇḍ
maRqatu,maRq,1,3,s,impv,para,,maṇḍatu,maṇḍ
maRqaTa,maRq,1,2,p,pres,para,,maṇḍatha,maṇḍ
maRqaTas,maRq,1,2,d,pres,para,,maṇḍathas,maṇḍ
maRqanti,maRq,1,3,p,pres,para,,maṇḍanti,maṇḍ
maRqantu,maRq,1,3,p,impv,para,,maṇḍantu,maṇḍ
maRqaya,maRq,,2,s,impv,para,caus,maṇḍaya,maṇḍ
maRqayata,maRq,,2,p,impv,para,caus,maṇḍayata,maṇḍ
maRqayatam,maRq,,2,d,impv,para,caus,maṇḍayatam,maṇḍ
maRqayatas,maRq,,3,d,pres,para,caus,maṇḍayatas,maṇḍ
maRqayatAm,maRq,,3,s,impv,atma,caus,maṇḍayatām,maṇḍ
maRqayati,maRq,,3,s,pres,para,caus,maṇḍayati,maṇḍ
maRqayatu,maRq,,3,s,impv,para,caus,maṇḍayatu,maṇḍ
maRqayate,maRq,,3,s,pres,atma,caus,maṇḍayate,maṇḍ
maRqayaTa,maRq,,2,p,pres,para,caus,maṇḍayatha,maṇḍ
maRqayaTas,maRq,,2,d,pres,para,caus,maṇḍayathas,maṇḍ
maRqayaDvam,maRq,,2,p,impv,atma,caus,maṇḍayadhvam,maṇḍ
maRqayaDve,maRq,,2,p,pres,atma,caus,maṇḍayadhve,maṇḍ
maRqayantAm,maRq,,3,p,impv,atma,caus,maṇḍayantām,maṇḍ
maRqayanti,maRq,,3,p,pres,para,caus,maṇḍayanti,maṇḍ
maRqayantu,maRq,,3,p,impv,para,caus,maṇḍayantu,maṇḍ
maRqayante,maRq,,3,p,pres,atma,caus,maṇḍayante,maṇḍ
maRqayasi,maRq,,2,s,pres,para,caus,maṇḍayasi,maṇḍ
maRqayase,maRq,,2,s,pres,atma,caus,maṇḍayase,maṇḍ
maRqayasva,maRq,,2,s,impv,atma,caus,maṇḍayasva,maṇḍ
maRqayAni,maRq,,1,s,impv,para,caus,maṇḍayāni,maṇḍ
maRqayAma,maRq,,1,p,impv,para,caus,maṇḍayāma,maṇḍ
maRqayAmas,maRq,,1,p,pres,para,caus,maṇḍayāmas,maṇḍ
maRqayAmahe,maRq,,1,p,pres,atma,caus,maṇḍayāmahe,maṇḍ
maRqayAmahE,maRq,,1,p,impv,atma,caus,maṇḍayāmahai,maṇḍ
maRqayAmi,maRq,,1,s,pres,para,caus,maṇḍayāmi,maṇḍ
maRqayAva,maRq,,1,d,impv,para,caus,maṇḍayāva,maṇḍ
maRqayAvas,maRq,,1,d,pres,para,caus,maṇḍayāvas,maṇḍ
maRqayAvahe,maRq,,1,d,pres,atma,caus,maṇḍayāvahe,maṇḍ
maRqayAvahE,maRq,,1,d,impv,atma,caus,maṇḍayāvahai,maṇḍ
maRqayitA,maRq,,3,s,pfut,para,caus,maṇḍayitā,maṇḍ
maRqayitAras,maRq,,3,p,pfut,para,caus,maṇḍayitāras,maṇḍ
maRqayitArO,maRq,,3,d,pfut,para,caus,maṇḍayitārau,maṇḍ
maRqayitAsi,maRq,,2,s,pfut,para,caus,maṇḍayitāsi,maṇḍ
maRqayitAsTa,maRq,,2,p,pfut,para,caus,maṇḍayitāstha,maṇḍ
maRqayitAsTas,maRq,,2,d,pfut,para,caus,maṇḍayitāsthas,maṇḍ
maRqayitAsmas,maRq,,1,p,pfut,para,caus,maṇḍayitāsmas,maṇḍ
maRqayitAsmi,maRq,,1,s,pfut,para,caus,maṇḍayitāsmi,maṇḍ
maRqayitAsvas,maRq,,1,d,pfut,para,caus,maṇḍayitāsvas,maṇḍ
maRqayizyatas,maRq,,3,d,sfut,para,caus,maṇḍayiṣyatas,maṇḍ
maRqayizyati,maRq,,3,s,sfut,para,caus,maṇḍayiṣyati,maṇḍ
maRqayizyate,maRq,,3,s,sfut,atma,caus,maṇḍayiṣyate,maṇḍ
maRqayizyaTa,maRq,,2,p,sfut,para,caus,maṇḍayiṣyatha,maṇḍ
maRqayizyaTas,maRq,,2,d,sfut,para,caus,maṇḍayiṣyathas,maṇḍ
maRqayizyaDve,maRq,,2,p,sfut,atma,caus,maṇḍayiṣyadhve,maṇḍ
maRqayizyanti,maRq,,3,p,sfut,para,caus,maṇḍayiṣyanti,maṇḍ
maRqayizyante,maRq,,3,p,sfut,atma,caus,maṇḍayiṣyante,maṇḍ
maRqayizyasi,maRq,,2,s,sfut,para,caus,maṇḍayiṣyasi,maṇḍ
maRqayizyase,maRq,,2,s,sfut,atma,caus,maṇḍayiṣyase,maṇḍ
maRqayizyAmas,maRq,,1,p,sfut,para,caus,maṇḍayiṣyāmas,maṇḍ
maRqayizyAmahe,maRq,,1,p,sfut,atma,caus,maṇḍayiṣyāmahe,maṇḍ
maRqayizyAmi,maRq,,1,s,sfut,para,caus,maṇḍayiṣyāmi,maṇḍ
maRqayizyAvas,maRq,,1,d,sfut,para,caus,maṇḍayiṣyāvas,maṇḍ
maRqayizyAvahe,maRq,,1,d,sfut,atma,caus,maṇḍayiṣyāvahe,maṇḍ
maRqayizye,maRq,,1,s,sfut,atma,caus,maṇḍayiṣye,maṇḍ
maRqayizyete,maRq,,3,d,sfut,atma,caus,maṇḍayiṣyete,maṇḍ
maRqayizyeTe,maRq,,2,d,sfut,atma,caus,maṇḍayiṣyethe,maṇḍ
maRqaye,maRq,,1,s,pres,atma,caus,maṇḍaye,maṇḍ
maRqayet,maRq,,3,s,opt,para,caus,maṇḍayet,maṇḍ
maRqayeta,maRq,,3,s,opt,atma,caus,maṇḍayeta,maṇḍ
maRqayetam,maRq,,2,d,opt,para,caus,maṇḍayetam,maṇḍ
maRqayetAm,maRq,,3,d,impv,atma,caus,maṇḍayetām,maṇḍ
maRqayete,maRq,,3,d,pres,atma,caus,maṇḍayete,maṇḍ
maRqayeTAm,maRq,,2,d,impv,atma,caus,maṇḍayethām,maṇḍ
maRqayeTAs,maRq,,2,s,opt,atma,caus,maṇḍayethās,maṇḍ
maRqayeTe,maRq,,2,d,pres,atma,caus,maṇḍayethe,maṇḍ
maRqayeDvam,maRq,,2,p,opt,atma,caus,maṇḍayedhvam,maṇḍ
maRqayema,maRq,,1,p,opt,para,caus,maṇḍayema,maṇḍ
maRqayemahi,maRq,,1,p,opt,atma,caus,maṇḍayemahi,maṇḍ
maRqayeya,maRq,,1,s,opt,atma,caus,maṇḍayeya,maṇḍ
maRqayeyam,maRq,,1,s,opt,para,caus,maṇḍayeyam,maṇḍ
maRqayeyAtAm,maRq,,3,d,opt,atma,caus,maṇḍayeyātām,maṇḍ
maRqayeyATAm,maRq,,2,d,opt,atma,caus,maṇḍayeyāthām,maṇḍ
maRqayeyur,maRq,,3,p,opt,para,caus,maṇḍayeyur,maṇḍ
maRqayeran,maRq,,3,p,opt,atma,caus,maṇḍayeran,maṇḍ
maRqayeva,maRq,,1,d,opt,para,caus,maṇḍayeva,maṇḍ
maRqayevahi,maRq,,1,d,opt,atma,caus,maṇḍayevahi,maṇḍ
maRqayes,maRq,,2,s,opt,para,caus,maṇḍayes,maṇḍ
maRqayE,maRq,,1,s,impv,atma,caus,maṇḍayai,maṇḍ
maRqasi,maRq,1,2,s,pres,para,,maṇḍasi,maṇḍ
maRqAni,maRq,1,1,s,impv,para,,maṇḍāni,maṇḍ
maRqAma,maRq,1,1,p,impv,para,,maṇḍāma,maṇḍ
maRqAmas,maRq,1,1,p,pres,para,,maṇḍāmas,maṇḍ
maRqAmi,maRq,1,1,s,pres,para,,maṇḍāmi,maṇḍ
maRqAva,maRq,1,1,d,impv,para,,maṇḍāva,maṇḍ
maRqAvas,maRq,1,1,d,pres,para,,maṇḍāvas,maṇḍ
maRqitA,maRq,,3,s,pfut,para,,maṇḍitā,maṇḍ
maRqitAras,maRq,,3,p,pfut,para,,maṇḍitāras,maṇḍ
maRqitArO,maRq,,3,d,pfut,para,,maṇḍitārau,maṇḍ
maRqitAsi,maRq,,2,s,pfut,para,,maṇḍitāsi,maṇḍ
maRqitAsTa,maRq,,2,p,pfut,para,,maṇḍitāstha,maṇḍ
maRqitAsTas,maRq,,2,d,pfut,para,,maṇḍitāsthas,maṇḍ
maRqitAsmas,maRq,,1,p,pfut,para,,maṇḍitāsmas,maṇḍ
maRqitAsmi,maRq,,1,s,pfut,para,,maṇḍitāsmi,maṇḍ
maRqitAsvas,maRq,,1,d,pfut,para,,maṇḍitāsvas,maṇḍ
maRqizyatas,maRq,,3,d,sfut,para,,maṇḍiṣyatas,maṇḍ
maRqizyati,maRq,,3,s,sfut,para,,maṇḍiṣyati,maṇḍ
maRqizyaTa,maRq,,2,p,sfut,para,,maṇḍiṣyatha,maṇḍ
maRqizyaTas,maRq,,2,d,sfut,para,,maṇḍiṣyathas,maṇḍ
maRqizyanti,maRq,,3,p,sfut,para,,maṇḍiṣyanti,maṇḍ
maRqizyasi,maRq,,2,s,sfut,para,,maṇḍiṣyasi,maṇḍ
maRqizyAmas,maRq,,1,p,sfut,para,,maṇḍiṣyāmas,maṇḍ
maRqizyAmi,maRq,,1,s,sfut,para,,maṇḍiṣyāmi,maṇḍ
maRqizyAvas,maRq,,1,d,sfut,para,,maṇḍiṣyāvas,maṇḍ
maRqet,maRq,1,3,s,opt,para,,maṇḍet,maṇḍ
maRqeta,maRq,1,2,p,opt,para,,maṇḍeta,maṇḍ
maRqetam,maRq,1,2,d,opt,para,,maṇḍetam,maṇḍ
maRqetAm,maRq,1,3,d,opt,para,,maṇḍetām,maṇḍ
maRqema,maRq,1,1,p,opt,para,,maṇḍema,maṇḍ
maRqeyam,maRq,1,1,s,opt,para,,maṇḍeyam,maṇḍ
maRqeyur,maRq,1,3,p,opt,para,,maṇḍeyur,maṇḍ
maRqeva,maRq,1,1,d,opt,para,,maṇḍeva,maṇḍ
maRqes,maRq,1,2,s,opt,para,,maṇḍes,maṇḍ
maRqyatAm,maRq,,3,s,impv,pass,,maṇḍyatām,maṇḍ
maRqyate,maRq,,3,s,pres,pass,,maṇḍyate,maṇḍ
maRqyaDvam,maRq,,2,p,impv,pass,,maṇḍyadhvam,maṇḍ
maRqyaDve,maRq,,2,p,pres,pass,,maṇḍyadhve,maṇḍ
maRqyantAm,maRq,,3,p,impv,pass,,maṇḍyantām,maṇḍ
maRqyante,maRq,,3,p,pres,pass,,maṇḍyante,maṇḍ
maRqyase,maRq,,2,s,pres,pass,,maṇḍyase,maṇḍ
maRqyasva,maRq,,2,s,impv,pass,,maṇḍyasva,maṇḍ
maRqyAmahe,maRq,,1,p,pres,pass,,maṇḍyāmahe,maṇḍ
maRqyAmahE,maRq,,1,p,impv,pass,,maṇḍyāmahai,maṇḍ
maRqyAvahe,maRq,,1,d,pres,pass,,maṇḍyāvahe,maṇḍ
maRqyAvahE,maRq,,1,d,impv,pass,,maṇḍyāvahai,maṇḍ
maRqye,maRq,,1,s,pres,pass,,maṇḍye,maṇḍ
maRqyeta,maRq,,3,s,opt,pass,,maṇḍyeta,maṇḍ
maRqyetAm,maRq,,3,d,impv,pass,,maṇḍyetām,maṇḍ
maRqyete,maRq,,3,d,pres,pass,,maṇḍyete,maṇḍ
maRqyeTAm,maRq,,2,d,impv,pass,,maṇḍyethām,maṇḍ
maRqyeTAs,maRq,,2,s,opt,pass,,maṇḍyethās,maṇḍ
maRqyeTe,maRq,,2,d,pres,pass,,maṇḍyethe,maṇḍ
maRqyeDvam,maRq,,2,p,opt,pass,,maṇḍyedhvam,maṇḍ
maRqyemahi,maRq,,1,p,opt,pass,,maṇḍyemahi,maṇḍ
maRqyeya,maRq,,1,s,opt,pass,,maṇḍyeya,maṇḍ
maRqyeyAtAm,maRq,,3,d,opt,pass,,maṇḍyeyātām,maṇḍ
maRqyeyATAm,maRq,,2,d,opt,pass,,maṇḍyeyāthām,maṇḍ
maRqyeran,maRq,,3,p,opt,pass,,maṇḍyeran,maṇḍ
maRqyevahi,maRq,,1,d,opt,pass,,maṇḍyevahi,maṇḍ
maRqyE,maRq,,1,s,impv,pass,,maṇḍyai,maṇḍ
maTa,manT,1,2,s,impv,para,,matha,manth
maTata,manT,1,2,p,impv,para,,mathata,manth
maTatam,manT,1,2,d,impv,para,,mathatam,manth
maTatas,manT,1,3,d,pres,para,,mathatas,manth
maTatAm,manT,1,3,d,impv,para,,mathatām,manth
maTati,manT,1,3,s,pres,para,,mathati,manth
maTatu,manT,1,3,s,impv,para,,mathatu,manth
maTaTa,manT,1,2,p,pres,para,,mathatha,manth
maTaTas,manT,1,2,d,pres,para,,mathathas,manth
maTanti,manT,1,3,p,pres,para,,mathanti,manth
maTantu,manT,1,3,p,impv,para,,mathantu,manth
maTasi,manT,1,2,s,pres,para,,mathasi,manth
maTAni,manT,1,1,s,impv,para,,mathāni,manth
maTAma,manT,1,1,p,impv,para,,mathāma,manth
maTAmas,manT,1,1,p,pres,para,,mathāmas,manth
maTAmi,manT,1,1,s,pres,para,,mathāmi,manth
maTAva,manT,1,1,d,impv,para,,mathāva,manth
maTAvas,manT,1,1,d,pres,para,,mathāvas,manth
maTet,manT,1,3,s,opt,para,,mathet,manth
maTeta,manT,1,2,p,opt,para,,matheta,manth
maTetam,manT,1,2,d,opt,para,,mathetam,manth
maTetAm,manT,1,3,d,opt,para,,mathetām,manth
maTema,manT,1,1,p,opt,para,,mathema,manth
maTeyam,manT,1,1,s,opt,para,,matheyam,manth
maTeyur,manT,1,3,p,opt,para,,matheyur,manth
maTeva,manT,1,1,d,opt,para,,matheva,manth
maTes,manT,1,2,s,opt,para,,mathes,manth
maTyatAm,manT,,3,s,impv,pass,,mathyatām,manth
maTyate,manT,,3,s,pres,pass,,mathyate,manth
maTyaDvam,manT,,2,p,impv,pass,,mathyadhvam,manth
maTyaDve,manT,,2,p,pres,pass,,mathyadhve,manth
maTyantAm,manT,,3,p,impv,pass,,mathyantām,manth
maTyante,manT,,3,p,pres,pass,,mathyante,manth
maTyase,manT,,2,s,pres,pass,,mathyase,manth
maTyasva,manT,,2,s,impv,pass,,mathyasva,manth
maTyAmahe,manT,,1,p,pres,pass,,mathyāmahe,manth
maTyAmahE,manT,,1,p,impv,pass,,mathyāmahai,manth
maTyAvahe,manT,,1,d,pres,pass,,mathyāvahe,manth
maTyAvahE,manT,,1,d,impv,pass,,mathyāvahai,manth
maTye,manT,,1,s,pres,pass,,mathye,manth
maTyeta,manT,,3,s,opt,pass,,mathyeta,manth
maTyetAm,manT,,3,d,impv,pass,,mathyetām,manth
maTyete,manT,,3,d,pres,pass,,mathyete,manth
maTyeTAm,manT,,2,d,impv,pass,,mathyethām,manth
maTyeTAs,manT,,2,s,opt,pass,,mathyethās,manth
maTyeTe,manT,,2,d,pres,pass,,mathyethe,manth
maTyeDvam,manT,,2,p,opt,pass,,mathyedhvam,manth
maTyemahi,manT,,1,p,opt,pass,,mathyemahi,manth
maTyeya,manT,,1,s,opt,pass,,mathyeya,manth
maTyeyAtAm,manT,,3,d,opt,pass,,mathyeyātām,manth
maTyeyATAm,manT,,2,d,opt,pass,,mathyeyāthām,manth
maTyeran,manT,,3,p,opt,pass,,mathyeran,manth
maTyevahi,manT,,1,d,opt,pass,,mathyevahi,manth
maTyE,manT,,1,s,impv,pass,,mathyai,manth
madaya,mad#1,,2,s,impv,para,caus,madaya,mad#1
madayata,mad#1,,2,p,impv,para,caus,madayata,mad#1
madayatam,mad#1,,2,d,impv,para,caus,madayatam,mad#1
madayatas,mad#1,,3,d,pres,para,caus,madayatas,mad#1
madayatAm,mad#1,,3,s,impv,atma,caus,madayatām,mad#1
madayati,mad#1,,3,s,pres,para,caus,madayati,mad#1
madayatu,mad#1,,3,s,impv,para,caus,madayatu,mad#1
madayate,mad#1,,3,s,pres,atma,caus,madayate,mad#1
madayaTa,mad#1,,2,p,pres,para,caus,madayatha,mad#1
madayaTas,mad#1,,2,d,pres,para,caus,madayathas,mad#1
madayaDvam,mad#1,,2,p,impv,atma,caus,madayadhvam,mad#1
madayaDve,mad#1,,2,p,pres,atma,caus,madayadhve,mad#1
madayantAm,mad#1,,3,p,impv,atma,caus,madayantām,mad#1
madayanti,mad#1,,3,p,pres,para,caus,madayanti,mad#1
madayantu,mad#1,,3,p,impv,para,caus,madayantu,mad#1
madayante,mad#1,,3,p,pres,atma,caus,madayante,mad#1
madayasi,mad#1,,2,s,pres,para,caus,madayasi,mad#1
madayase,mad#1,,2,s,pres,atma,caus,madayase,mad#1
madayasva,mad#1,,2,s,impv,atma,caus,madayasva,mad#1
madayAni,mad#1,,1,s,impv,para,caus,madayāni,mad#1
madayAma,mad#1,,1,p,impv,para,caus,madayāma,mad#1
madayAmas,mad#1,,1,p,pres,para,caus,madayāmas,mad#1
