form_slp1,form_iast,stem_slp1,stem_iast,tense,voice,person,number,class,derivation
vinDizyanti,vindhiṣyanti,vinD,vindh,future,active,3,pl,,primary
vinDizyante,vindhiṣyante,vinD,vindh,future,middle,3,pl,,primary
vinDizyasi,vindhiṣyasi,vinD,vindh,future,active,2,sg,,primary
vinDizyase,vindhiṣyase,vinD,vindh,future,middle,2,sg,,primary
vinDizyAmas,vindhiṣyāmas,vinD,vindh,future,active,1,pl,,primary
vinDizyAmahe,vindhiṣyāmahe,vinD,vindh,future,middle,1,pl,,primary
vinDizyAmi,vindhiṣyāmi,vinD,vindh,future,active,1,sg,,primary
vinDizyAvas,vindhiṣyāvas,vinD,vindh,future,active,1,du,,primary
vinDizyAvahe,vindhiṣyāvahe,vinD,vindh,future,middle,1,du,,primary
vinDizye,vindhiṣye,vinD,vindh,future,middle,1,sg,,primary
vinDizyete,vindhiṣyete,vinD,vindh,future,middle,3,du,,primary
vinDizyeTe,vindhiṣyethe,vinD,vindh,future,middle,2,du,,primary
vinDe,vindhe,vinD,vindh,present,middle,1,sg,6,primary
vinDet,vindhet,vinD,vindh,optative,active,3,sg,6,primary
vinDeta,vindheta,vinD,vindh,optative,middle,3,sg,6,primary
vinDetam,vindhetam,vinD,vindh,optative,active,2,du,6,primary
vinDetAm,vindhetām,vinD,vindh,imperative,middle,3,du,6,primary
vinDete,vindhete,vinD,vindh,present,middle,3,du,6,primary
vinDeTAm,vindhethām,vinD,vindh,imperative,middle,2,du,6,primary
vinDeTAs,vindhethās,vinD,vindh,optative,middle,2,sg,6,primary
vinDeTe,vindhethe,vinD,vindh,present,middle,2,du,6,primary
vinDeDvam,vindhedhvam,vinD,vindh,optative,middle,2,pl,6,primary
vinDema,vindhema,vinD,vindh,optative,active,1,pl,6,primary
vinDemahi,vindhemahi,vinD,vindh,optative,middle,1,pl,6,primary
vinDeya,vindheya,vinD,vindh,optative,middle,1,sg,6,primary
vinDeyam,vindheyam,vinD,vindh,optative,active,1,sg,6,primary
vinDeyAtAm,vindheyātām,vinD,vindh,optative,middle,3,du,6,primary
vinDeyATAm,vindheyāthām,vinD,vindh,optative,middle,2,du,6,primary
vinDeyur,vindheyur,vinD,vindh,optative,active,3,pl,6,primary
vinDeran,vindheran,vinD,vindh,optative,middle,3,pl,6,primary
vinDeva,vindheva,vinD,vindh,optative,active,1,du,6,primary
vinDevahi,vindhevahi,vinD,vindh,optative,middle,1,du,6,primary
vinDes,vindhes,vinD,vindh,optative,active,2,sg,6,primary
vinDE,vindhai,vinD,vindh,imperative,middle,1,sg,6,primary
vinDyatAm,vindhyatām,vinD,vindh,imperative,passive,3,sg,,primary
vinDyate,vindhyate,vinD,vindh,present,passive,3,sg,,primary
vinDyaDvam,vindhyadhvam,vinD,vindh,imperative,passive,2,pl,,primary
vinDyaDve,vindhyadhve,vinD,vindh,present,passive,2,pl,,primary
vinDyantAm,vindhyantām,vinD,vindh,imperative,passive,3,pl,,primary
vinDyante,vindhyante,vinD,vindh,present,passive,3,pl,,primary
vinDyase,vindhyase,vinD,vindh,present,passive,2,sg,,primary
vinDyasva,vindhyasva,vinD,vindh,imperative,passive,2,sg,,primary
vinDyAt,vindhyāt,vinD,vindh,benedictive,active,3,sg,,primary
vinDyAmahe,vindhyāmahe,vinD,vindh,present,passive,1,pl,,primary
vinDyAmahE,vindhyāmahai,vinD,vindh,imperative,passive,1,pl,,primary
vinDyAvahe,vindhyāvahe,vinD,vindh,present,passive,1,du,,primary
vinDyAvahE,vindhyāvahai,vinD,vindh,imperative,passive,1,du,,primary
vinDyAs,vindhyās,vinD,vindh,benedictive,active,2,sg,,primary
vinDyAsam,vindhyāsam,vinD,vindh,benedictive,active,1,sg,,primary
vinDyAsur,vindhyāsur,vinD,vindh,benedictive,active,3,pl,,primary
vinDyAsta,vindhyāsta,vinD,vindh,benedictive,active,2,pl,,primary
vinDyAstam,vindhyāstam,vinD,vindh,benedictive,active,2,du,,primary
vinDyAstAm,vindhyāstām,vinD,vindh,benedictive,active,3,du,,primary
vinDyAsma,vindhyāsma,vinD,vindh,benedictive,active,1,pl,,primary
vinDyAsva,vindhyāsva,vinD,vindh,benedictive,active,1,du,,primary
vinDye,vindhye,vinD,vindh,present,passive,1,sg,,primary
vinDyeta,vindhyeta,vinD,vindh,optative,passive,3,sg,,primary
vinDyetAm,vindhyetām,vinD,vindh,imperative,passive,3,du,,primary
vinDyete,vindhyete,vinD,vindh,present,passive,3,du,,primary
vinDyeTAm,vindhyethām,vinD,vindh,imperative,passive,2,du,,primary
vinDyeTAs,vindhyethās,vinD,vindh,optative,passive,2,sg,,primary
vinDyeTe,vindhyethe,vinD,vindh,present,passive,2,du,,primary
vinDyeDvam,vindhyedhvam,vinD,vindh,optative,passive,2,pl,,primary
vinDyemahi,vindhyemahi,vinD,vindh,optative,passive,1,pl,,primary
vinDyeya,vindhyeya,vinD,vindh,optative,passive,1,sg,,primary
vinDyeyAtAm,vindhyeyātām,vinD,vindh,optative,passive,3,du,,primary
vinDyeyATAm,vindhyeyāthām,vinD,vindh,optative,passive,2,du,,primary
vinDyeran,vindhyeran,vinD,vindh,optative,passive,3,pl,,primary
vinDyevahi,vindhyevahi,vinD,vindh,optative,passive,1,du,,primary
vinDyE,vindhyai,vinD,vindh,imperative,passive,1,sg,,primary
vipyAt,vipyāt,vip,vip,benedictive,active,3,sg,,primary
vipyAs,vipyās,vip,vip,benedictive,active,2,sg,,primary
vipyAsam,vipyāsam,vip,vip,benedictive,active,1,sg,,primary
vipyAsur,vipyāsur,vip,vip,benedictive,active,3,pl,,primary
vipyAsta,vipyāsta,vip,vip,benedictive,active,2,pl,,primary
vipyAstam,vipyāstam,vip,vip,benedictive,active,2,du,,primary
vipyAstAm,vipyāstām,vip,vip,benedictive,active,3,du,,primary
vipyAsma,vipyāsma,vip,vip,benedictive,active,1,pl,,primary
vipyAsva,vipyāsva,vip,vip,benedictive,active,1,du,,primary
vimanAyatAm,vimanāyatām,vimanA,vimanā,imperative,middle,3,sg,11,primary
vimanAyate,vimanāyate,vimanA,vimanā,present,middle,3,sg,11,primary
vimanAyaDvam,vimanāyadhvam,vimanA,vimanā,imperative,middle,2,pl,11,primary
vimanAyaDve,vimanāyadhve,vimanA,vimanā,present,middle,2,pl,11,primary
vimanAyantAm,vimanāyantām,vimanA,vimanā,imperative,middle,3,pl,11,primary
vimanAyante,vimanāyante,vimanA,vimanā,present,middle,3,pl,11,primary
vimanAyase,vimanāyase,vimanA,vimanā,present,middle,2,sg,11,primary
vimanAyasva,vimanāyasva,vimanA,vimanā,imperative,middle,2,sg,11,primary
vimanAyAmahe,vimanāyāmahe,vimanA,vimanā,present,middle,1,pl,11,primary
vimanAyAmahE,vimanāyāmahai,vimanA,vimanā,imperative,middle,1,pl,11,primary
vimanAyAvahe,vimanāyāvahe,vimanA,vimanā,present,middle,1,du,11,primary
vimanAyAvahE,vimanāyāvahai,vimanA,vimanā,imperative,middle,1,du,11,primary
vimanAyitA,vimanāyitā,vimanA,vimanā,periphrastic_future,active,3,sg,,primary
vimanAyitAras,vimanāyitāras,vimanA,vimanā,periphrastic_future,active,3,pl,,primary
vimanAyitArO,vimanāyitārau,vimanA,vimanā,periphrastic_future,active,3,du,,primary
vimanAyitAsi,vimanāyitāsi,vimanA,vimanā,periphrastic_future,active,2,sg,,primary
vimanAyitAsTa,vimanāyitāstha,vimanA,vimanā,periphrastic_future,active,2,pl,,primary
vimanAyitAsTas,vimanāyitāsthas,vimanA,vimanā,periphrastic_future,active,2,du,,primary
vimanAyitAsmas,vimanāyitāsmas,vimanA,vimanā,periphrastic_future,active,1,pl,,primary
vimanAyitAsmi,vimanāyitāsmi,vimanA,vimanā,periphrastic_future,active,1,sg,,primary
vimanAyitAsvas,vimanāyitāsvas,vimanA,vimanā,periphrastic_future,active,1,du,,primary
vimanAyizyatas,vimanāyiṣyatas,vimanA,vimanā,future,active,3,du,,primary
vimanAyizyati,vimanāyiṣyati,vimanA,vimanā,future,active,3,sg,,primary
vimanAyizyate,vimanāyiṣyate,vimanA,vimanā,future,middle,3,sg,,primary
vimanAyizyaTa,vimanāyiṣyatha,vimanA,vimanā,future,active,2,pl,,primary
vimanAyizyaTas,vimanāyiṣyathas,vimanA,vimanā,future,active,2,du,,primary
vimanAyizyaDve,vimanāyiṣyadhve,vimanA,vimanā,future,middle,2,pl,,primary
vimanAyizyanti,vimanāyiṣyanti,vimanA,vimanā,future,active,3,pl,,primary
vimanAyizyante,vimanāyiṣyante,vimanA,vimanā,future,middle,3,pl,,primary
vimanAyizyasi,vimanāyiṣyasi,vimanA,vimanā,future,active,2,sg,,primary
vimanAyizyase,vimanāyiṣyase,vimanA,vimanā,future,middle,2,sg,,primary
vimanAyizyAmas,vimanāyiṣyāmas,vimanA,vimanā,future,active,1,pl,,primary
vimanAyizyAmahe,vimanāyiṣyāmahe,vimanA,vimanā,future,middle,1,pl,,primary
vimanAyizyAmi,vimanāyiṣyāmi,vimanA,vimanā,future,active,1,sg,,primary
vimanAyizyAvas,vimanāyiṣyāvas,vimanA,vimanā,future,active,1,du,,primary
vimanAyizyAvahe,vimanāyiṣyāvahe,vimanA,vimanā,future,middle,1,du,,primary
vimanAyizye,vimanāyiṣye,vimanA,vimanā,future,middle,1,sg,,primary
vimanAyizyete,vimanāyiṣyete,vimanA,vimanā,future,middle,3,du,,primary
vimanAyizyeTe,vimanāyiṣyethe,vimanA,vimanā,future,middle,2,du,,primary
vimanAye,vimanāye,vimanA,vimanā,present,middle,1,sg,11,primary
vimanAyeta,vimanāyeta,vimanA,vimanā,optative,middle,3,sg,11,primary
vimanAyetAm,vimanāyetām,vimanA,vimanā,imperative,middle,3,du,11,primary
vimanAyete,vimanāyete,vimanA,vimanā,present,middle,3,du,11,primary
vimanAyeTAm,vimanāyethām,vimanA,vimanā,imperative,middle,2,du,11,primary
vimanAyeTAs,vimanāyethās,vimanA,vimanā,optative,middle,2,sg,11,primary
vimanAyeTe,vimanāyethe,vimanA,vimanā,present,middle,2,du,11,primary
vimanAyeDvam,vimanāyedhvam,vimanA,vimanā,optative,middle,2,pl,11,primary
vimanAyemahi,vimanāyemahi,vimanA,vimanā,optative,middle,1,pl,11,primary
vimanAyeya,vimanāyeya,vimanA,vimanā,optative,middle,1,sg,11,primary
vimanAyeyAtAm,vimanāyeyātām,vimanA,vimanā,optative,middle,3,du,11,primary
vimanAyeyATAm,vimanāyeyāthām,vimanA,vimanā,optative,middle,2,du,11,primary
vimanAyeran,vimanāyeran,vimanA,vimanā,optative,middle,3,pl,11,primary
vimanAyevahi,vimanāyevahi,vimanA,vimanā,optative,middle,1,du,11,primary
vimanAyE,vimanāyai,vimanA,vimanā,imperative,middle,1,sg,11,primary
viyanti,viyanti,vI,vī,present,active,3,pl,2,primary
viyantu,viyantu,vI,vī,imperative,active,3,pl,2,primary
vivakta,vivakta,vac,vac,imperative,active,2,pl,3,primary
vivaktam,vivaktam,vac,vac,imperative,active,2,du,3,primary
vivaktas,vivaktas,vac,vac,present,active,3,du,3,primary
vivaktAm,vivaktām,vac,vac,imperative,active,3,du,3,primary
vivakti,vivakti,vac,vac,present,active,3,sg,3,primary
vivaktu,vivaktu,vac,vac,imperative,active,3,sg,3,primary
vivakTa,vivaktha,vac,vac,present,active,2,pl,3,primary
vivakTas,vivakthas,vac,vac,present,active,2,du,3,primary
vivakza,vivakṣa,vac,vac,imperative,active,2,sg,,desiderative
vivakzata,vivakṣata,vac,vac,imperative,active,2,pl,,desiderative
vivakzatam,vivakṣatam,vac,vac,imperative,active,2,du,,desiderative
vivakzatas,vivakṣatas,vac,vac,present,active,3,du,,desiderative
vivakzatAm,vivakṣatām,vac,vac,imperative,active,3,du,,desiderative
vivakzati,vivakṣati,vac,vac,present,active,3,sg,,desiderative
vivakzatu,vivakṣatu,vac,vac,imperative,active,3,sg,,desiderative
vivakzaTa,vivakṣatha,vac,vac,present,active,2,pl,,desiderative
vivakzaTas,vivakṣathas,vac,vac,present,active,2,du,,desiderative
vivakzanti,vivakṣanti,vac,vac,present,active,3,pl,,desiderative
vivakzantu,vivakṣantu,vac,vac,imperative,active,3,pl,,desiderative
vivakzasi,vivakṣasi,vac,vac,present,active,2,sg,,desiderative
vivakzARi,vivakṣāṇi,vac,vac,imperative,active,1,sg,,desiderative
vivakzAma,vivakṣāma,vac,vac,imperative,active,1,pl,,desiderative
vivakzAmas,vivakṣāmas,vac,vac,present,active,1,pl,,desiderative
vivakzAmi,vivakṣāmi,vac,vac,present,active,1,sg,,desiderative
vivakzAva,vivakṣāva,vac,vac,imperative,active,1,du,,desiderative
vivakzAvas,vivakṣāvas,vac,vac,present,active,1,du,,desiderative
vivakzi,vivakṣi,vac,vac,present,active,2,sg,3,primary
vivakzitA,vivakṣitā,vac,vac,periphrastic_future,active,3,sg,,desiderative
vivakzitAras,vivakṣitāras,vac,vac,periphrastic_future,active,3,pl,,desiderative
vivakzitArO,vivakṣitārau,vac,vac,periphrastic_future,active,3,du,,desiderative
vivakzitAsi,vivakṣitāsi,vac,vac,periphrastic_future,active,2,sg,,desiderative
vivakzitAsTa,vivakṣitāstha,vac,vac,periphrastic_future,active,2,pl,,desiderative
vivakzitAsTas,vivakṣitāsthas,vac,vac,periphrastic_future,active,2,du,,desiderative
vivakzitAsmas,vivakṣitāsmas,vac,vac,periphrastic_future,active,1,pl,,desiderative
vivakzitAsmi,vivakṣitāsmi,vac,vac,periphrastic_future,active,1,sg,,desiderative
vivakzitAsvas,vivakṣitāsvas,vac,vac,periphrastic_future,active,1,du,,desiderative
vivakzizyatas,vivakṣiṣyatas,vac,vac,future,active,3,du,,desiderative
vivakzizyati,vivakṣiṣyati,vac,vac,future,active,3,sg,,desiderative
vivakzizyaTa,vivakṣiṣyatha,vac,vac,future,active,2,pl,,desiderative
vivakzizyaTas,vivakṣiṣyathas,vac,vac,future,active,2,du,,desiderative
vivakzizyanti,vivakṣiṣyanti,vac,vac,future,active,3,pl,,desiderative
vivakzizyasi,vivakṣiṣyasi,vac,vac,future,active,2,sg,,desiderative
vivakzizyAmas,vivakṣiṣyāmas,vac,vac,future,active,1,pl,,desiderative
vivakzizyAmi,vivakṣiṣyāmi,vac,vac,future,active,1,sg,,desiderative
vivakzizyAvas,vivakṣiṣyāvas,vac,vac,future,active,1,du,,desiderative
vivakzet,vivakṣet,vac,vac,optative,active,3,sg,,desiderative
vivakzeta,vivakṣeta,vac,vac,optative,active,2,pl,,desiderative
vivakzetam,vivakṣetam,vac,vac,optative,active,2,du,,desiderative
vivakzetAm,vivakṣetām,vac,vac,optative,active,3,du,,desiderative
vivakzema,vivakṣema,vac,vac,optative,active,1,pl,,desiderative
vivakzeyam,vivakṣeyam,vac,vac,optative,active,1,sg,,desiderative
vivakzeyur,vivakṣeyur,vac,vac,optative,active,3,pl,,desiderative
vivakzeva,vivakṣeva,vac,vac,optative,active,1,du,,desiderative
vivakzes,vivakṣes,vac,vac,optative,active,2,sg,,desiderative
vivakzyatAm,vivakṣyatām,vac,vac,imperative,passive,3,sg,,desiderative
vivakzyate,vivakṣyate,vac,vac,present,passive,3,sg,,desiderative
vivakzyaDvam,vivakṣyadhvam,vac,vac,imperative,passive,2,pl,,desiderative
vivakzyaDve,vivakṣyadhve,vac,vac,present,passive,2,pl,,desiderative
vivakzyantAm,vivakṣyantām,vac,vac,imperative,passive,3,pl,,desiderative
vivakzyante,vivakṣyante,vac,vac,present,passive,3,pl,,desiderative
vivakzyase,vivakṣyase,vac,vac,present,passive,2,sg,,desiderative
vivakzyasva,vivakṣyasva,vac,vac,imperative,passive,2,sg,,desiderative
vivakzyAmahe,vivakṣyāmahe,vac,vac,present,passive,1,pl,,desiderative
vivakzyAmahE,vivakṣyāmahai,vac,vac,imperative,passive,1,pl,,desiderative
vivakzyAvahe,vivakṣyāvahe,vac,vac,present,passive,1,du,,desiderative
vivakzyAvahE,vivakṣyāvahai,vac,vac,imperative,passive,1,du,,desiderative
vivakzye,vivakṣye,vac,vac,present,passive,1,sg,,desiderative
vivakzyeta,vivakṣyeta,vac,vac,optative,passive,3,sg,,desiderative
vivakzyetAm,vivakṣyetām,vac,vac,imperative,passive,3,du,,desiderative
vivakzyete,vivakṣyete,vac,vac,present,passive,3,du,,desiderative
vivakzyeTAm,vivakṣyethām,vac,vac,imperative,passive,2,du,,desiderative
vivakzyeTAs,vivakṣyethās,vac,vac,optative,passive,2,sg,,desiderative
vivakzyeTe,vivakṣyethe,vac,vac,present,passive,2,du,,desiderative
vivakzyeDvam,vivakṣyedhvam,vac,vac,optative,passive,2,pl,,desiderative
vivakzyemahi,vivakṣyemahi,vac,vac,optative,passive,1,pl,,desiderative
vivakzyeya,vivakṣyeya,vac,vac,optative,passive,1,sg,,desiderative
vivakzyeyAtAm,vivakṣyeyātām,vac,vac,optative,passive,3,du,,desiderative
vivakzyeyATAm,vivakṣyeyāthām,vac,vac,optative,passive,2,du,,desiderative
vivakzyeran,vivakṣyeran,vac,vac,optative,passive,3,pl,,desiderative
vivakzyevahi,vivakṣyevahi,vac,vac,optative,passive,1,du,,desiderative
vivakzyE,vivakṣyai,vac,vac,imperative,passive,1,sg,,desiderative
vivagDi,vivagdhi,vac,vac,imperative,active,2,sg,3,primary
vivacati,vivacati,vac,vac,present,active,3,pl,3,primary
vivacatu,vivacatu,vac,vac,imperative,active,3,pl,3,primary
vivacAni,vivacāni,vac,vac,imperative,active,1,sg,3,primary
vivacAma,vivacāma,vac,vac,imperative,active,1,pl,3,primary
vivacAva,vivacāva,vac,vac,imperative,active,1,du,3,primary
vivacmas,vivacmas,vac,vac,present,active,1,pl,3,primary
vivacmi,vivacmi,vac,vac,present,active,1,sg,3,primary
vivacyAt,vivacyāt,vac,vac,optative,active,3,sg,3,primary
vivacyAta,vivacyāta,vac,vac,optative,active,2,pl,3,primary
vivacyAtam,vivacyātam,vac,vac,optative,active,2,du,3,primary
vivacyAtAm,vivacyātām,vac,vac,optative,active,3,du,3,primary
vivacyAm,vivacyām,vac,vac,optative,active,1,sg,3,primary
vivacyAma,vivacyāma,vac,vac,optative,active,1,pl,3,primary
vivacyAva,vivacyāva,vac,vac,optative,active,1,du,3,primary
vivacyAs,vivacyās,vac,vac,optative,active,2,sg,3,primary
vivacyur,vivacyur,vac,vac,optative,active,3,pl,3,primary
vivacvas,vivacvas,vac,vac,present,active,1,du,3,primary
vivatsa,vivatsa,vas,vas,imperative,active,2,sg,,desiderative
vivatsata,vivatsata,vas,vas,imperative,active,2,pl,,desiderative
vivatsatam,vivatsatam,vas,vas,imperative,active,2,du,,desiderative
vivatsatas,vivatsatas,vas,vas,present,active,3,du,,desiderative
vivatsatAm,vivatsatām,vas,vas,imperative,active,3,du,,desiderative
vivatsati,vivatsati,vas,vas,present,active,3,sg,,desiderative
vivatsatu,vivatsatu,vas,vas,imperative,active,3,sg,,desiderative
vivatsaTa,vivatsatha,vas,vas,present,active,2,pl,,desiderative
vivatsaTas,vivatsathas,vas,vas,present,active,2,du,,desiderative
vivatsanti,vivatsanti,vas,vas,present,active,3,pl,,desiderative
vivatsantu,vivatsantu,vas,vas,imperative,active,3,pl,,desiderative
vivatsasi,vivatsasi,vas,vas,present,active,2,sg,,desiderative
vivatsAni,vivatsāni,vas,vas,imperative,active,1,sg,,desiderative
vivatsAma,vivatsāma,vas,vas,imperative,active,1,pl,,desiderative
vivatsAmas,vivatsāmas,vas,vas,present,active,1,pl,,desiderative
vivatsAmi,vivatsāmi,vas,vas,present,active,1,sg,,desiderative
vivatsAva,vivatsāva,vas,vas,imperative,active,1,du,,desiderative
vivatsAvas,vivatsāvas,vas,vas,present,active,1,du,,desiderative
vivatsitA,vivatsitā,vas,vas,periphrastic_future,active,3,sg,,desiderative
vivatsitAras,vivatsitāras,vas,vas,periphrastic_future,active,3,pl,,desiderative
vivatsitArO,vivatsitārau,vas,vas,periphrastic_future,active,3,du,,desiderative
vivatsitAsi,vivatsitāsi,vas,vas,periphrastic_future,active,2,sg,,desiderative
vivatsitAsTa,vivatsitāstha,vas,vas,periphrastic_future,active,2,pl,,desiderative
vivatsitAsTas,vivatsitāsthas,vas,vas,periphrastic_future,active,2,du,,desiderative
vivatsitAsmas,vivatsitāsmas,vas,vas,periphrastic_future,active,1,pl,,desiderative
vivatsitAsmi,vivatsitāsmi,vas,vas,periphrastic_future,active,1,sg,,desiderative
vivatsitAsvas,vivatsitāsvas,vas,vas,periphrastic_future,active,1,du,,desiderative
vivatsizyatas,vivatsiṣyatas,vas,vas,future,active,3,du,,desiderative
vivatsizyati,vivatsiṣyati,vas,vas,future,active,3,sg,,desiderative
vivatsizyaTa,vivatsiṣyatha,vas,vas,future,active,2,pl,,desiderative
vivatsizyaTas,vivatsiṣyathas,vas,vas,future,active,2,du,,desiderative
vivatsizyanti,vivatsiṣyanti,vas,vas,future,active,3,pl,,desiderative
vivatsizyasi,vivatsiṣyasi,vas,vas,future,active,2,sg,,desiderative
vivatsizyAmas,vivatsiṣyāmas,vas,vas,future,active,1,pl,,desiderative
vivatsizyAmi,vivatsiṣyāmi,vas,vas,future,active,1,sg,,desiderative
vivatsizyAvas,vivatsiṣyāvas,vas,vas,future,active,1,du,,desiderative
vivatset,vivatset,vas,vas,optative,active,3,sg,,desiderative
vivatseta,vivatseta,vas,vas,optative,active,2,pl,,desiderative
vivatsetam,vivatsetam,vas,vas,optative,active,2,du,,desiderative
vivatsetAm,vivatsetām,vas,vas,optative,active,3,du,,desiderative
vivatsema,vivatsema,vas,vas,optative,active,1,pl,,desiderative
vivatseyam,vivatseyam,vas,vas,optative,active,1,sg,,desiderative
vivatseyur,vivatseyur,vas,vas,optative,active,3,pl,,desiderative
vivatseva,vivatseva,vas,vas,optative,active,1,du,,desiderative
vivatses,vivatses,vas,vas,optative,active,2,sg,,desiderative
vivatsyatAm,vivatsyatām,vas,vas,imperative,passive,3,sg,,desiderative
vivatsyate,vivatsyate,vas,vas,present,passive,3,sg,,desiderative
vivatsyaDvam,vivatsyadhvam,vas,vas,imperative,passive,2,pl,,desiderative
vivatsyaDve,vivatsyadhve,vas,vas,present,passive,2,pl,,desiderative
vivatsyantAm,vivatsyantām,vas,vas,imperative,passive,3,pl,,desiderative
vivatsyante,vivatsyante,vas,vas,present,passive,3,pl,,desiderative
vivatsyase,vivatsyase,vas,vas,present,passive,2,sg,,desiderative
vivatsyasva,vivatsyasva,vas,vas,imperative,passive,2,sg,,desiderative
vivatsyAmahe,vivatsyāmahe,vas,vas,present,passive,1,pl,,desiderative
vivatsyAmahE,vivatsyāmahai,vas,vas,imperative,passive,1,pl,,desiderative
vivatsyAvahe,vivatsyāvahe,vas,vas,present,passive,1,du,,desiderative
vivatsyAvahE,vivatsyāvahai,vas,vas,imperative,passive,1,du,,desiderative
vivatsye,vivatsye,vas,vas,present,passive,1,sg,,desiderative
vivatsyeta,vivatsyeta,vas,vas,optative,passive,3,sg,,desiderative
vivatsyetAm,vivatsyetām,vas,vas,imperative,passive,3,du,,desiderative
vivatsyete,vivatsyete,vas,vas,present,passive,3,du,,desiderative
vivatsyeTAm,vivatsyethām,vas,vas,imperative,passive,2,du,,desiderative
vivatsyeTAs,vivatsyethās,vas,vas,optative,passive,2,sg,,desiderative
vivatsyeTe,vivatsyethe,vas,vas,present,passive,2,du,,desiderative
vivatsyeDvam,vivatsyedhvam,vas,vas,optative,passive,2,pl,,desiderative
vivatsyemahi,vivatsyemahi,vas,vas,optative,passive,1,pl,,desiderative
vivatsyeya,vivatsyeya,vas,vas,optative,passive,1,sg,,desiderative
vivatsyeyAtAm,vivatsyeyātām,vas,vas,optative,passive,3,du,,desiderative
vivatsyeyATAm,vivatsyeyāthām,vas,vas,optative,passive,2,du,,desiderative
vivatsyeran,vivatsyeran,vas,vas,optative,passive,3,pl,,desiderative
vivatsyevahi,vivatsyevahi,vas,vas,optative,passive,1,du,,desiderative
vivatsyE,vivatsyai,vas,vas,imperative,passive,1,sg,,desiderative
vivaya,vivaya,vI,vī,perfect,active,1,sg,,primary
vivayiTa,vivayitha,vI,vī,perfect,active,2,sg,,primary
vivayima,vivayima,vI,vī,perfect,active,1,pl,,primary
vivayiva,vivayiva,vI,vī,perfect,active,1,du,,primary
vivAya,vivāya,vI,vī,perfect,active,3,sg,,primary
vivAsa,vivāsa,van,van,imperative,active,2,sg,,desiderative
vivAsata,vivāsata,van,van,imperative,active,2,pl,,desiderative
vivAsatam,vivāsatam,van,van,imperative,active,2,du,,desiderative
vivAsatas,vivāsatas,van,van,present,active,3,du,,desiderative
vivAsatAm,vivāsatām,van,van,imperative,active,3,du,,desiderative
vivAsati,vivāsati,van,van,present,active,3,sg,,desiderative
vivAsatu,vivāsatu,van,van,imperative,active,3,sg,,desiderative
vivAsate,vivāsate,van,van,present,middle,3,sg,,desiderative
vivAsaTa,vivāsatha,van,van,present,active,2,pl,,desiderative
vivAsaTas,vivāsathas,van,van,present,active,2,du,,desiderative
vivAsaDvam,vivāsadhvam,van,van,imperative,middle,2,pl,,desiderative
vivAsaDve,vivāsadhve,van,van,present,middle,2,pl,,desiderative
vivAsantAm,vivāsantām,van,van,imperative,middle,3,pl,,desiderative
vivAsanti,vivāsanti,van,van,present,active,3,pl,,desiderative
vivAsantu,vivāsantu,van,van,imperative,active,3,pl,,desiderative
vivAsante,vivāsante,van,van,present,middle,3,pl,,desiderative
vivAsasi,vivāsasi,van,van,present,active,2,sg,,desiderative
vivAsase,vivāsase,van,van,present,middle,2,sg,,desiderative
vivAsasva,vivāsasva,van,van,imperative,middle,2,sg,,desiderative
vivAsAni,vivāsāni,van,van,imperative,active,1,sg,,desiderative
vivAsAma,vivāsāma,van,van,imperative,active,1,pl,,desiderative
vivAsAmas,vivāsāmas,van,van,present,active,1,pl,,desiderative
vivAsAmahe,vivāsāmahe,van,van,present,middle,1,pl,,desiderative
vivAsAmahE,vivāsāmahai,van,van,imperative,middle,1,pl,,desiderative
vivAsAmi,vivāsāmi,van,van,present,active,1,sg,,desiderative
vivAsAva,vivāsāva,van,van,imperative,active,1,du,,desiderative
vivAsAvas,vivāsāvas,van,van,present,active,1,du,,desiderative
vivAsAvahe,vivāsāvahe,van,van,present,middle,1,du,,desiderative
vivAsAvahE,vivāsāvahai,van,van,imperative,middle,1,du,,desiderative
vivAsitA,vivāsitā,van,van,periphrastic_future,active,3,sg,,desiderative
vivAsitAras,vivāsitāras,van,van,periphrastic_future,active,3,pl,,desiderative
vivAsitArO,vivāsitārau,van,van,periphrastic_future,active,3,du,,desiderative
vivAsitAsi,vivāsitāsi,van,van,periphrastic_future,active,2,sg,,desiderative
vivAsitAsTa,vivāsitāstha,van,van,periphrastic_future,active,2,pl,,desiderative
vivAsitAsTas,vivāsitāsthas,van,van,periphrastic_future,active,2,du,,desiderative
vivAsitAsmas,vivāsitāsmas,van,van,periphrastic_future,active,1,pl,,desiderative
vivAsitAsmi,vivāsitāsmi,van,van,periphrastic_future,active,1,sg,,desiderative
vivAsitAsvas,vivāsitāsvas,van,van,periphrastic_future,active,1,du,,desiderative
vivAsizyatas,vivāsiṣyatas,van,van,future,active,3,du,,desiderative
vivAsizyati,vivāsiṣyati,van,van,future,active,3,sg,,desiderative
vivAsizyate,vivāsiṣyate,van,van,future,middle,3,sg,,desiderative
vivAsizyaTa,vivāsiṣyatha,van,van,future,active,2,pl,,desiderative
vivAsizyaTas,vivāsiṣyathas,van,van,future,active,2,du,,desiderative
vivAsizyaDve,vivāsiṣyadhve,van,van,future,middle,2,pl,,desiderative
vivAsizyanti,vivāsiṣyanti,van,van,future,active,3,pl,,desiderative
vivAsizyante,vivāsiṣyante,van,van,future,middle,3,pl,,desiderative
vivAsizyasi,vivāsiṣyasi,van,van,future,active,2,sg,,desiderative
