form_slp1,form_iast,stem_slp1,stem_iast,tense,voice,person,number,class,derivation
azaRQayan,aṣaṇḍhayan,zaRQa,ṣaṇḍha,imperfect,active,3,pl,11,primary
azaRQayam,aṣaṇḍhayam,zaRQa,ṣaṇḍha,imperfect,active,1,sg,11,primary
azaRQayas,aṣaṇḍhayas,zaRQa,ṣaṇḍha,imperfect,active,2,sg,11,primary
azaRQayAma,aṣaṇḍhayāma,zaRQa,ṣaṇḍha,imperfect,active,1,pl,11,primary
azaRQayAva,aṣaṇḍhayāva,zaRQa,ṣaṇḍha,imperfect,active,1,du,11,primary
azaRQyata,aṣaṇḍhyata,zaRQa,ṣaṇḍha,imperfect,passive,3,sg,,primary
azaRQyaTAs,aṣaṇḍhyathās,zaRQa,ṣaṇḍha,imperfect,passive,2,sg,,primary
azaRQyaDvam,aṣaṇḍhyadhvam,zaRQa,ṣaṇḍha,imperfect,passive,2,pl,,primary
azaRQyanta,aṣaṇḍhyanta,zaRQa,ṣaṇḍha,imperfect,passive,3,pl,,primary
azaRQyAmahi,aṣaṇḍhyāmahi,zaRQa,ṣaṇḍha,imperfect,passive,1,pl,,primary
azaRQyAvahi,aṣaṇḍhyāvahi,zaRQa,ṣaṇḍha,imperfect,passive,1,du,,primary
azaRQye,aṣaṇḍhye,zaRQa,ṣaṇḍha,imperfect,passive,1,sg,,primary
azaRQyetAm,aṣaṇḍhyetām,zaRQa,ṣaṇḍha,imperfect,passive,3,du,,primary
azaRQyeTAm,aṣaṇḍhyethām,zaRQa,ṣaṇḍha,imperfect,passive,2,du,,primary
azwA,aṣṭā,akz,akṣ,periphrastic_future,active,3,sg,,primary
azwAras,aṣṭāras,akz,akṣ,periphrastic_future,active,3,pl,,primary
azwArO,aṣṭārau,akz,akṣ,periphrastic_future,active,3,du,,primary
azwAsi,aṣṭāsi,akz,akṣ,periphrastic_future,active,2,sg,,primary
azwAsTa,aṣṭāstha,akz,akṣ,periphrastic_future,active,2,pl,,primary
azwAsTas,aṣṭāsthas,akz,akṣ,periphrastic_future,active,2,du,,primary
azwAsmas,aṣṭāsmas,akz,akṣ,periphrastic_future,active,1,pl,,primary
azwAsmi,aṣṭāsmi,akz,akṣ,periphrastic_future,active,1,sg,,primary
azwAsvas,aṣṭāsvas,akz,akṣ,periphrastic_future,active,1,du,,primary
azWivyata,aṣṭhivyata,zWIv,ṣṭhīv,imperfect,passive,3,sg,,primary
azWivyaTAs,aṣṭhivyathās,zWIv,ṣṭhīv,imperfect,passive,2,sg,,primary
azWivyaDvam,aṣṭhivyadhvam,zWIv,ṣṭhīv,imperfect,passive,2,pl,,primary
azWivyanta,aṣṭhivyanta,zWIv,ṣṭhīv,imperfect,passive,3,pl,,primary
azWivyAmahi,aṣṭhivyāmahi,zWIv,ṣṭhīv,imperfect,passive,1,pl,,primary
azWivyAvahi,aṣṭhivyāvahi,zWIv,ṣṭhīv,imperfect,passive,1,du,,primary
azWivye,aṣṭhivye,zWIv,ṣṭhīv,imperfect,passive,1,sg,,primary
azWivyetAm,aṣṭhivyetām,zWIv,ṣṭhīv,imperfect,passive,3,du,,primary
azWivyeTAm,aṣṭhivyethām,zWIv,ṣṭhīv,imperfect,passive,2,du,,primary
azWIvat,aṣṭhīvat,zWIv,ṣṭhīv,imperfect,active,3,sg,1,primary
azWIvata,aṣṭhīvata,zWIv,ṣṭhīv,imperfect,active,2,pl,1,primary
azWIvatam,aṣṭhīvatam,zWIv,ṣṭhīv,imperfect,active,2,du,1,primary
azWIvatAm,aṣṭhīvatām,zWIv,ṣṭhīv,imperfect,active,3,du,1,primary
azWIvan,aṣṭhīvan,zWIv,ṣṭhīv,imperfect,active,3,pl,1,primary
azWIvam,aṣṭhīvam,zWIv,ṣṭhīv,imperfect,active,1,sg,1,primary
azWIvas,aṣṭhīvas,zWIv,ṣṭhīv,imperfect,active,2,sg,1,primary
azWIvAma,aṣṭhīvāma,zWIv,ṣṭhīv,imperfect,active,1,pl,1,primary
azWIvAva,aṣṭhīvāva,zWIv,ṣṭhīv,imperfect,active,1,du,1,primary
azWIvyat,aṣṭhīvyat,zWIv,ṣṭhīv,imperfect,active,3,sg,4,primary
azWIvyata,aṣṭhīvyata,zWIv,ṣṭhīv,imperfect,active,2,pl,4,primary
azWIvyatam,aṣṭhīvyatam,zWIv,ṣṭhīv,imperfect,active,2,du,4,primary
azWIvyatAm,aṣṭhīvyatām,zWIv,ṣṭhīv,imperfect,active,3,du,4,primary
azWIvyan,aṣṭhīvyan,zWIv,ṣṭhīv,imperfect,active,3,pl,4,primary
azWIvyam,aṣṭhīvyam,zWIv,ṣṭhīv,imperfect,active,1,sg,4,primary
azWIvyas,aṣṭhīvyas,zWIv,ṣṭhīv,imperfect,active,2,sg,4,primary
azWIvyAma,aṣṭhīvyāma,zWIv,ṣṭhīv,imperfect,active,1,pl,4,primary
azWIvyAva,aṣṭhīvyāva,zWIv,ṣṭhīv,imperfect,active,1,du,4,primary
asa,asa,as,as,imperative,active,2,sg,1,primary
asaKIyat,asakhīyat,saKi,sakhi,imperfect,active,3,sg,11,primary
asaKIyata,asakhīyata,saKi,sakhi,imperfect,active,2,pl,11,primary
asaKIyatam,asakhīyatam,saKi,sakhi,imperfect,active,2,du,11,primary
asaKIyatAm,asakhīyatām,saKi,sakhi,imperfect,active,3,du,11,primary
asaKIyan,asakhīyan,saKi,sakhi,imperfect,active,3,pl,11,primary
asaKIyam,asakhīyam,saKi,sakhi,imperfect,active,1,sg,11,primary
asaKIyas,asakhīyas,saKi,sakhi,imperfect,active,2,sg,11,primary
asaKIyAma,asakhīyāma,saKi,sakhi,imperfect,active,1,pl,11,primary
asaKIyAva,asakhīyāva,saKi,sakhi,imperfect,active,1,du,11,primary
asaNkawAyata,asaṅkaṭāyata,saNkawa,saṅkaṭa,imperfect,middle,3,sg,11,primary
asaNkawAyaTAs,asaṅkaṭāyathās,saNkawa,saṅkaṭa,imperfect,middle,2,sg,11,primary
asaNkawAyaDvam,asaṅkaṭāyadhvam,saNkawa,saṅkaṭa,imperfect,middle,2,pl,11,primary
asaNkawAyanta,asaṅkaṭāyanta,saNkawa,saṅkaṭa,imperfect,middle,3,pl,11,primary
asaNkawAyAmahi,asaṅkaṭāyāmahi,saNkawa,saṅkaṭa,imperfect,middle,1,pl,11,primary
asaNkawAyAvahi,asaṅkaṭāyāvahi,saNkawa,saṅkaṭa,imperfect,middle,1,du,11,primary
asaNkawAye,asaṅkaṭāye,saNkawa,saṅkaṭa,imperfect,middle,1,sg,11,primary
asaNkawAyetAm,asaṅkaṭāyetām,saNkawa,saṅkaṭa,imperfect,middle,3,du,11,primary
asaNkawAyeTAm,asaṅkaṭāyethām,saNkawa,saṅkaṭa,imperfect,middle,2,du,11,primary
asaNgrAmayata,asaṅgrāmayata,saNgrAma,saṅgrāma,imperfect,middle,3,sg,11,primary
asaNgrAmayaTAs,asaṅgrāmayathās,saNgrAma,saṅgrāma,imperfect,middle,2,sg,11,primary
asaNgrAmayaDvam,asaṅgrāmayadhvam,saNgrAma,saṅgrāma,imperfect,middle,2,pl,11,primary
asaNgrAmayanta,asaṅgrāmayanta,saNgrAma,saṅgrāma,imperfect,middle,3,pl,11,primary
asaNgrAmayAmahi,asaṅgrāmayāmahi,saNgrAma,saṅgrāma,imperfect,middle,1,pl,11,primary
asaNgrAmayAvahi,asaṅgrāmayāvahi,saNgrAma,saṅgrāma,imperfect,middle,1,du,11,primary
asaNgrAmaye,asaṅgrāmaye,saNgrAma,saṅgrāma,imperfect,middle,1,sg,11,primary
asaNgrAmayetAm,asaṅgrāmayetām,saNgrAma,saṅgrāma,imperfect,middle,3,du,11,primary
asaNgrAmayeTAm,asaṅgrāmayethām,saNgrAma,saṅgrāma,imperfect,middle,2,du,11,primary
asaNgrAmyata,asaṅgrāmyata,saNgrAma,saṅgrāma,imperfect,passive,3,sg,,primary
asaNgrAmyaTAs,asaṅgrāmyathās,saNgrAma,saṅgrāma,imperfect,passive,2,sg,,primary
asaNgrAmyaDvam,asaṅgrāmyadhvam,saNgrAma,saṅgrāma,imperfect,passive,2,pl,,primary
asaNgrAmyanta,asaṅgrāmyanta,saNgrAma,saṅgrāma,imperfect,passive,3,pl,,primary
asaNgrAmyAmahi,asaṅgrāmyāmahi,saNgrAma,saṅgrāma,imperfect,passive,1,pl,,primary
asaNgrAmyAvahi,asaṅgrāmyāvahi,saNgrAma,saṅgrāma,imperfect,passive,1,du,,primary
asaNgrAmye,asaṅgrāmye,saNgrAma,saṅgrāma,imperfect,passive,1,sg,,primary
asaNgrAmyetAm,asaṅgrāmyetām,saNgrAma,saṅgrāma,imperfect,passive,3,du,,primary
asaNgrAmyeTAm,asaṅgrāmyethām,saNgrAma,saṅgrāma,imperfect,passive,2,du,,primary
asacata,asacata,sac,sac,imperfect,middle,3,sg,1,primary
asacaTAs,asacathās,sac,sac,imperfect,middle,2,sg,1,primary
asacaDvam,asacadhvam,sac,sac,imperfect,middle,2,pl,1,primary
asacanta,asacanta,sac,sac,imperfect,middle,3,pl,1,primary
asacAmahi,asacāmahi,sac,sac,imperfect,middle,1,pl,1,primary
asacAvahi,asacāvahi,sac,sac,imperfect,middle,1,du,1,primary
asace,asace,sac,sac,imperfect,middle,1,sg,1,primary
asacetAm,asacetām,sac,sac,imperfect,middle,3,du,1,primary
asaceTAm,asacethām,sac,sac,imperfect,middle,2,du,1,primary
asacyata,asacyata,sac,sac,imperfect,passive,3,sg,,primary
asacyaTAs,asacyathās,sac,sac,imperfect,passive,2,sg,,primary
asacyaDvam,asacyadhvam,sac,sac,imperfect,passive,2,pl,,primary
asacyanta,asacyanta,sac,sac,imperfect,passive,3,pl,,primary
asacyAmahi,asacyāmahi,sac,sac,imperfect,passive,1,pl,,primary
asacyAvahi,asacyāvahi,sac,sac,imperfect,passive,1,du,,primary
asacye,asacye,sac,sac,imperfect,passive,1,sg,,primary
asacyetAm,asacyetām,sac,sac,imperfect,passive,3,du,,primary
asacyeTAm,asacyethām,sac,sac,imperfect,passive,2,du,,primary
asajat,asajat,saYj,sañj,imperfect,active,3,sg,1,primary
asajata,asajata,saYj,sañj,imperfect,middle,3,sg,1,primary
asajatam,asajatam,saYj,sañj,imperfect,active,2,du,1,primary
asajatAm,asajatām,saYj,sañj,imperfect,active,3,du,1,primary
asajaTAs,asajathās,saYj,sañj,imperfect,middle,2,sg,1,primary
asajaDvam,asajadhvam,saYj,sañj,imperfect,middle,2,pl,1,primary
asajan,asajan,saYj,sañj,imperfect,active,3,pl,1,primary
asajanta,asajanta,saYj,sañj,imperfect,middle,3,pl,1,primary
asajam,asajam,saYj,sañj,imperfect,active,1,sg,1,primary
asajas,asajas,saYj,sañj,imperfect,active,2,sg,1,primary
asajAma,asajāma,saYj,sañj,imperfect,active,1,pl,1,primary
asajAmahi,asajāmahi,saYj,sañj,imperfect,middle,1,pl,1,primary
asajAva,asajāva,saYj,sañj,imperfect,active,1,du,1,primary
asajAvahi,asajāvahi,saYj,sañj,imperfect,middle,1,du,1,primary
asaje,asaje,saYj,sañj,imperfect,middle,1,sg,1,primary
asajetAm,asajetām,saYj,sañj,imperfect,middle,3,du,1,primary
asajeTAm,asajethām,saYj,sañj,imperfect,middle,2,du,1,primary
asajjata,asajjata,saYj,sañj,imperfect,passive,3,sg,,primary
asajjaTAs,asajjathās,saYj,sañj,imperfect,passive,2,sg,,primary
asajjaDvam,asajjadhvam,saYj,sañj,imperfect,passive,2,pl,,primary
asajjanta,asajjanta,saYj,sañj,imperfect,passive,3,pl,,primary
asajjayat,asajjayat,saYj,sañj,imperfect,active,3,sg,,causative
asajjayata,asajjayata,saYj,sañj,imperfect,middle,3,sg,,causative
asajjayatam,asajjayatam,saYj,sañj,imperfect,active,2,du,,causative
asajjayatAm,asajjayatām,saYj,sañj,imperfect,active,3,du,,causative
asajjayaTAs,asajjayathās,saYj,sañj,imperfect,middle,2,sg,,causative
asajjayaDvam,asajjayadhvam,saYj,sañj,imperfect,middle,2,pl,,causative
asajjayan,asajjayan,saYj,sañj,imperfect,active,3,pl,,causative
asajjayanta,asajjayanta,saYj,sañj,imperfect,middle,3,pl,,causative
asajjayam,asajjayam,saYj,sañj,imperfect,active,1,sg,,causative
asajjayas,asajjayas,saYj,sañj,imperfect,active,2,sg,,causative
asajjayAma,asajjayāma,saYj,sañj,imperfect,active,1,pl,,causative
asajjayAmahi,asajjayāmahi,saYj,sañj,imperfect,middle,1,pl,,causative
asajjayAva,asajjayāva,saYj,sañj,imperfect,active,1,du,,causative
asajjayAvahi,asajjayāvahi,saYj,sañj,imperfect,middle,1,du,,causative
asajjaye,asajjaye,saYj,sañj,imperfect,middle,1,sg,,causative
asajjayetAm,asajjayetām,saYj,sañj,imperfect,middle,3,du,,causative
asajjayeTAm,asajjayethām,saYj,sañj,imperfect,middle,2,du,,causative
asajjAmahi,asajjāmahi,saYj,sañj,imperfect,passive,1,pl,,primary
asajjAvahi,asajjāvahi,saYj,sañj,imperfect,passive,1,du,,primary
asajjIyata,asajjīyata,sajja,sajja,imperfect,middle,3,sg,11,primary
asajjIyaTAs,asajjīyathās,sajja,sajja,imperfect,middle,2,sg,11,primary
asajjIyaDvam,asajjīyadhvam,sajja,sajja,imperfect,middle,2,pl,11,primary
asajjIyanta,asajjīyanta,sajja,sajja,imperfect,middle,3,pl,11,primary
asajjIyAmahi,asajjīyāmahi,sajja,sajja,imperfect,middle,1,pl,11,primary
asajjIyAvahi,asajjīyāvahi,sajja,sajja,imperfect,middle,1,du,11,primary
asajjIye,asajjīye,sajja,sajja,imperfect,middle,1,sg,11,primary
asajjIyetAm,asajjīyetām,sajja,sajja,imperfect,middle,3,du,11,primary
asajjIyeTAm,asajjīyethām,sajja,sajja,imperfect,middle,2,du,11,primary
asajje,asajje,saYj,sañj,imperfect,passive,1,sg,,primary
asajjetAm,asajjetām,saYj,sañj,imperfect,passive,3,du,,primary
asajjeTAm,asajjethām,saYj,sañj,imperfect,passive,2,du,,primary
asajjyata,asajjyata,saYj,sañj,imperfect,passive,3,sg,,causative
asajjyaTAs,asajjyathās,saYj,sañj,imperfect,passive,2,sg,,causative
asajjyaDvam,asajjyadhvam,saYj,sañj,imperfect,passive,2,pl,,causative
asajjyanta,asajjyanta,saYj,sañj,imperfect,passive,3,pl,,causative
asajjyAmahi,asajjyāmahi,saYj,sañj,imperfect,passive,1,pl,,causative
asajjyAvahi,asajjyāvahi,saYj,sañj,imperfect,passive,1,du,,causative
asajjye,asajjye,saYj,sañj,imperfect,passive,1,sg,,causative
asajjyetAm,asajjyetām,saYj,sañj,imperfect,passive,3,du,,causative
asajjyeTAm,asajjyethām,saYj,sañj,imperfect,passive,2,du,,causative
asajyata,asajyata,saYj,sañj,imperfect,passive,3,sg,,primary
asajyaTAs,asajyathās,saYj,sañj,imperfect,passive,2,sg,,primary
asajyaDvam,asajyadhvam,saYj,sañj,imperfect,passive,2,pl,,primary
asajyanta,asajyanta,saYj,sañj,imperfect,passive,3,pl,,primary
asajyAmahi,asajyāmahi,saYj,sañj,imperfect,passive,1,pl,,primary
asajyAvahi,asajyāvahi,saYj,sañj,imperfect,passive,1,du,,primary
asajye,asajye,saYj,sañj,imperfect,passive,1,sg,,primary
asajyetAm,asajyetām,saYj,sañj,imperfect,passive,3,du,,primary
asajyeTAm,asajyethām,saYj,sañj,imperfect,passive,2,du,,primary
asata,asata,as,as,imperative,active,2,pl,1,primary
asatam,asatam,as,as,imperative,active,2,du,1,primary
asatas,asatas,as,as,present,active,3,du,1,primary
asatAm,asatām,as,as,imperative,middle,3,sg,1,primary
asati,asati,as,as,present,active,3,sg,1,primary
asatu,asatu,as,as,imperative,active,3,sg,1,primary
asate,asate,as,as,present,middle,3,sg,1,primary
asatyApayat,asatyāpayat,satya,satya,imperfect,active,3,sg,11,primary
asatyApayata,asatyāpayata,satya,satya,imperfect,active,2,pl,11,primary
asatyApayatam,asatyāpayatam,satya,satya,imperfect,active,2,du,11,primary
asatyApayatAm,asatyāpayatām,satya,satya,imperfect,active,3,du,11,primary
asatyApayan,asatyāpayan,satya,satya,imperfect,active,3,pl,11,primary
asatyApayam,asatyāpayam,satya,satya,imperfect,active,1,sg,11,primary
asatyApayas,asatyāpayas,satya,satya,imperfect,active,2,sg,11,primary
asatyApayAma,asatyāpayāma,satya,satya,imperfect,active,1,pl,11,primary
asatyApayAva,asatyāpayāva,satya,satya,imperfect,active,1,du,11,primary
asatyApyata,asatyāpyata,satya,satya,imperfect,passive,3,sg,,primary
asatyApyaTAs,asatyāpyathās,satya,satya,imperfect,passive,2,sg,,primary
asatyApyaDvam,asatyāpyadhvam,satya,satya,imperfect,passive,2,pl,,primary
asatyApyanta,asatyāpyanta,satya,satya,imperfect,passive,3,pl,,primary
asatyApyAmahi,asatyāpyāmahi,satya,satya,imperfect,passive,1,pl,,primary
asatyApyAvahi,asatyāpyāvahi,satya,satya,imperfect,passive,1,du,,primary
asatyApye,asatyāpye,satya,satya,imperfect,passive,1,sg,,primary
asatyApyetAm,asatyāpyetām,satya,satya,imperfect,passive,3,du,,primary
asatyApyeTAm,asatyāpyethām,satya,satya,imperfect,passive,2,du,,primary
asaTa,asatha,as,as,present,active,2,pl,1,primary
asaTas,asathas,as,as,present,active,2,du,1,primary
asadyata,asadyata,sad,sad,imperfect,passive,3,sg,,primary
asadyaTAs,asadyathās,sad,sad,imperfect,passive,2,sg,,primary
asadyaDvam,asadyadhvam,sad,sad,imperfect,passive,2,pl,,primary
asadyanta,asadyanta,sad,sad,imperfect,passive,3,pl,,primary
asadyAmahi,asadyāmahi,sad,sad,imperfect,passive,1,pl,,primary
asadyAvahi,asadyāvahi,sad,sad,imperfect,passive,1,du,,primary
asadye,asadye,sad,sad,imperfect,passive,1,sg,,primary
asadyetAm,asadyetām,sad,sad,imperfect,passive,3,du,,primary
asadyeTAm,asadyethām,sad,sad,imperfect,passive,2,du,,primary
asaDvam,asadhvam,as,as,imperative,middle,2,pl,1,primary
asaDve,asadhve,as,as,present,middle,2,pl,1,primary
asanavam,asanavam,san,san,imperfect,active,1,sg,8,primary
asanuta,asanuta,san,san,imperfect,middle,3,sg,8,primary
asanutam,asanutam,san,san,imperfect,active,2,du,8,primary
asanutAm,asanutām,san,san,imperfect,active,3,du,8,primary
asanuTAs,asanuthās,san,san,imperfect,middle,2,sg,8,primary
asanuDvam,asanudhvam,san,san,imperfect,middle,2,pl,8,primary
asanuma,asanuma,san,san,imperfect,active,1,pl,8,primary
asanumahi,asanumahi,san,san,imperfect,middle,1,pl,8,primary
asanuva,asanuva,san,san,imperfect,active,1,du,8,primary
asanuvahi,asanuvahi,san,san,imperfect,middle,1,du,8,primary
asanot,asanot,san,san,imperfect,active,3,sg,8,primary
asanos,asanos,san,san,imperfect,active,2,sg,8,primary
asantAm,asantām,as,as,imperative,middle,3,pl,1,primary
asanti,asanti,as,as,present,active,3,pl,1,primary
asantu,asantu,as,as,imperative,active,3,pl,1,primary
asante,asante,as,as,present,middle,3,pl,1,primary
asanDyAyata,asandhyāyata,sanDyA,sandhyā,imperfect,middle,3,sg,11,primary
asanDyAyaTAs,asandhyāyathās,sanDyA,sandhyā,imperfect,middle,2,sg,11,primary
asanDyAyaDvam,asandhyāyadhvam,sanDyA,sandhyā,imperfect,middle,2,pl,11,primary
asanDyAyanta,asandhyāyanta,sanDyA,sandhyā,imperfect,middle,3,pl,11,primary
asanDyAyAmahi,asandhyāyāmahi,sanDyA,sandhyā,imperfect,middle,1,pl,11,primary
asanDyAyAvahi,asandhyāyāvahi,sanDyA,sandhyā,imperfect,middle,1,du,11,primary
asanDyAye,asandhyāye,sanDyA,sandhyā,imperfect,middle,1,sg,11,primary
asanDyAyetAm,asandhyāyetām,sanDyA,sandhyā,imperfect,middle,3,du,11,primary
asanDyAyeTAm,asandhyāyethām,sanDyA,sandhyā,imperfect,middle,2,du,11,primary
asanma,asanma,san,san,imperfect,active,1,pl,8,primary
asanmahi,asanmahi,san,san,imperfect,middle,1,pl,8,primary
asanyata,asanyata,san,san,imperfect,passive,3,sg,,primary
asanyaTAs,asanyathās,san,san,imperfect,passive,2,sg,,primary
asanyaDvam,asanyadhvam,san,san,imperfect,passive,2,pl,,primary
asanyanta,asanyanta,san,san,imperfect,passive,3,pl,,primary
asanyAmahi,asanyāmahi,san,san,imperfect,passive,1,pl,,primary
asanyAvahi,asanyāvahi,san,san,imperfect,passive,1,du,,primary
asanye,asanye,san,san,imperfect,passive,1,sg,,primary
asanyetAm,asanyetām,san,san,imperfect,passive,3,du,,primary
asanyeTAm,asanyethām,san,san,imperfect,passive,2,du,,primary
asanva,asanva,san,san,imperfect,active,1,du,8,primary
asanvata,asanvata,san,san,imperfect,middle,3,pl,8,primary
asanvan,asanvan,san,san,imperfect,active,3,pl,8,primary
asanvahi,asanvahi,san,san,imperfect,middle,1,du,8,primary
asanvAtAm,asanvātām,san,san,imperfect,middle,3,du,8,primary
asanvATAm,asanvāthām,san,san,imperfect,middle,2,du,8,primary
asanvi,asanvi,san,san,imperfect,middle,1,sg,8,primary
asapat,asapat,sap,sap,imperfect,active,3,sg,1,primary
asapata,asapata,sap,sap,imperfect,active,2,pl,1,primary
asapatam,asapatam,sap,sap,imperfect,active,2,du,1,primary
asapatAm,asapatām,sap,sap,imperfect,active,3,du,1,primary
asapan,asapan,sap,sap,imperfect,active,3,pl,1,primary
asapam,asapam,sap,sap,imperfect,active,1,sg,1,primary
asapas,asapas,sap,sap,imperfect,active,2,sg,1,primary
asapAma,asapāma,sap,sap,imperfect,active,1,pl,1,primary
asapAva,asapāva,sap,sap,imperfect,active,1,du,1,primary
asapiRqayat,asapiṇḍayat,sapiRqa,sapiṇḍa,imperfect,active,3,sg,11,primary
asapiRqayata,asapiṇḍayata,sapiRqa,sapiṇḍa,imperfect,active,2,pl,11,primary
asapiRqayatam,asapiṇḍayatam,sapiRqa,sapiṇḍa,imperfect,active,2,du,11,primary
asapiRqayatAm,asapiṇḍayatām,sapiRqa,sapiṇḍa,imperfect,active,3,du,11,primary
asapiRqayan,asapiṇḍayan,sapiRqa,sapiṇḍa,imperfect,active,3,pl,11,primary
asapiRqayam,asapiṇḍayam,sapiRqa,sapiṇḍa,imperfect,active,1,sg,11,primary
asapiRqayas,asapiṇḍayas,sapiRqa,sapiṇḍa,imperfect,active,2,sg,11,primary
asapiRqayAma,asapiṇḍayāma,sapiRqa,sapiṇḍa,imperfect,active,1,pl,11,primary
asapiRqayAva,asapiṇḍayāva,sapiRqa,sapiṇḍa,imperfect,active,1,du,11,primary
asapiRqyata,asapiṇḍyata,sapiRqa,sapiṇḍa,imperfect,passive,3,sg,,primary
asapiRqyaTAs,asapiṇḍyathās,sapiRqa,sapiṇḍa,imperfect,passive,2,sg,,primary
asapiRqyaDvam,asapiṇḍyadhvam,sapiRqa,sapiṇḍa,imperfect,passive,2,pl,,primary
asapiRqyanta,asapiṇḍyanta,sapiRqa,sapiṇḍa,imperfect,passive,3,pl,,primary
asapiRqyAmahi,asapiṇḍyāmahi,sapiRqa,sapiṇḍa,imperfect,passive,1,pl,,primary
asapiRqyAvahi,asapiṇḍyāvahi,sapiRqa,sapiṇḍa,imperfect,passive,1,du,,primary
asapiRqye,asapiṇḍye,sapiRqa,sapiṇḍa,imperfect,passive,1,sg,,primary
asapiRqyetAm,asapiṇḍyetām,sapiRqa,sapiṇḍa,imperfect,passive,3,du,,primary
asapiRqyeTAm,asapiṇḍyethām,sapiRqa,sapiṇḍa,imperfect,passive,2,du,,primary
asaPalayat,asaphalayat,saPala,saphala,imperfect,active,3,sg,11,primary
asaPalayata,asaphalayata,saPala,saphala,imperfect,active,2,pl,11,primary
asaPalayatam,asaphalayatam,saPala,saphala,imperfect,active,2,du,11,primary
asaPalayatAm,asaphalayatām,saPala,saphala,imperfect,active,3,du,11,primary
asaPalayan,asaphalayan,saPala,saphala,imperfect,active,3,pl,11,primary
asaPalayam,asaphalayam,saPala,saphala,imperfect,active,1,sg,11,primary
asaPalayas,asaphalayas,saPala,saphala,imperfect,active,2,sg,11,primary
asaPalayAma,asaphalayāma,saPala,saphala,imperfect,active,1,pl,11,primary
asaPalayAva,asaphalayāva,saPala,saphala,imperfect,active,1,du,11,primary
asaPalyata,asaphalyata,saPala,saphala,imperfect,passive,3,sg,,primary
asaPalyaTAs,asaphalyathās,saPala,saphala,imperfect,passive,2,sg,,primary
asaPalyaDvam,asaphalyadhvam,saPala,saphala,imperfect,passive,2,pl,,primary
asaPalyanta,asaphalyanta,saPala,saphala,imperfect,passive,3,pl,,primary
asaPalyAmahi,asaphalyāmahi,saPala,saphala,imperfect,passive,1,pl,,primary
asaPalyAvahi,asaphalyāvahi,saPala,saphala,imperfect,passive,1,du,,primary
asaPalye,asaphalye,saPala,saphala,imperfect,passive,1,sg,,primary
asaPalyetAm,asaphalyetām,saPala,saphala,imperfect,passive,3,du,,primary
asaPalyeTAm,asaphalyethām,saPala,saphala,imperfect,passive,2,du,,primary
asaBAjayat,asabhājayat,saBAj,sabhāj,imperfect,active,3,sg,10,primary
asaBAjayata,asabhājayata,saBAj,sabhāj,imperfect,middle,3,sg,10,primary
asaBAjayatam,asabhājayatam,saBAj,sabhāj,imperfect,active,2,du,10,primary
asaBAjayatAm,asabhājayatām,saBAj,sabhāj,imperfect,active,3,du,10,primary
asaBAjayaTAs,asabhājayathās,saBAj,sabhāj,imperfect,middle,2,sg,10,primary
asaBAjayaDvam,asabhājayadhvam,saBAj,sabhāj,imperfect,middle,2,pl,10,primary
asaBAjayan,asabhājayan,saBAj,sabhāj,imperfect,active,3,pl,10,primary
asaBAjayanta,asabhājayanta,saBAj,sabhāj,imperfect,middle,3,pl,10,primary
asaBAjayam,asabhājayam,saBAj,sabhāj,imperfect,active,1,sg,10,primary
asaBAjayas,asabhājayas,saBAj,sabhāj,imperfect,active,2,sg,10,primary
asaBAjayAma,asabhājayāma,saBAj,sabhāj,imperfect,active,1,pl,10,primary
asaBAjayAmahi,asabhājayāmahi,saBAj,sabhāj,imperfect,middle,1,pl,10,primary
asaBAjayAva,asabhājayāva,saBAj,sabhāj,imperfect,active,1,du,10,primary
asaBAjayAvahi,asabhājayāvahi,saBAj,sabhāj,imperfect,middle,1,du,10,primary
asaBAjaye,asabhājaye,saBAj,sabhāj,imperfect,middle,1,sg,10,primary
asaBAjayetAm,asabhājayetām,saBAj,sabhāj,imperfect,middle,3,du,10,primary
asaBAjayeTAm,asabhājayethām,saBAj,sabhāj,imperfect,middle,2,du,10,primary
asaBAjyata,asabhājyata,saBAj,sabhāj,imperfect,passive,3,sg,,primary
asaBAjyaTAs,asabhājyathās,saBAj,sabhāj,imperfect,passive,2,sg,,primary
asaBAjyaDvam,asabhājyadhvam,saBAj,sabhāj,imperfect,passive,2,pl,,primary
asaBAjyanta,asabhājyanta,saBAj,sabhāj,imperfect,passive,3,pl,,primary
asaBAjyAmahi,asabhājyāmahi,saBAj,sabhāj,imperfect,passive,1,pl,,primary
asaBAjyAvahi,asabhājyāvahi,saBAj,sabhāj,imperfect,passive,1,du,,primary
asaBAjye,asabhājye,saBAj,sabhāj,imperfect,passive,1,sg,,primary
